Key,period,Source_Country_code,destination_Country_code,Currency_Code,Fact_Type,Fact,Source
2019_1Q-USA-PER-USD,2019_1Q,USA,PER,USD,Average total cost % of sending the equivialent of $200 USD,4.678125,World Bank
2019_1Q-USA-PHL-USD,2019_1Q,USA,PHL,USD,Average total cost % of sending the equivialent of $200 USD,4.330408163,World Bank
2019_1Q-USA-SLV-USD,2019_1Q,USA,SLV,USD,Average total cost % of sending the equivialent of $200 USD,4.205517241,World Bank
2019_1Q-USA-SOM-USD,2019_1Q,USA,SOM,USD,Average total cost % of sending the equivialent of $200 USD,5.625,World Bank
2019_1Q-USA-SSD-USD,2019_1Q,USA,SSD,USD,Average total cost % of sending the equivialent of $200 USD,5.166666667,World Bank
2019_1Q-USA-THA-USD,2019_1Q,USA,THA,USD,Average total cost % of sending the equivialent of $200 USD,8.209375,World Bank
2019_1Q-USA-UKR-USD,2019_1Q,USA,UKR,USD,Average total cost % of sending the equivialent of $200 USD,6.06,World Bank
2019_1Q-USA-VNM-USD,2019_1Q,USA,VNM,USD,Average total cost % of sending the equivialent of $200 USD,4.253,World Bank
2019_1Q-USA-YEM-USD,2019_1Q,USA,YEM,USD,Average total cost % of sending the equivialent of $200 USD,6.728571429,World Bank
2019_1Q-USA-ZAF-USD,2019_1Q,USA,ZAF,USD,Average total cost % of sending the equivialent of $200 USD,7.672,World Bank
2019_1Q-ZAF-AGO-ZAR,2019_1Q,ZAF,AGO,ZAR,Average total cost % of sending the equivialent of $200 USD,18.34625,World Bank
2019_1Q-ZAF-BWA-ZAR,2019_1Q,ZAF,BWA,ZAR,Average total cost % of sending the equivialent of $200 USD,16.29416667,World Bank
2019_1Q-ZAF-CHN-ZAR,2019_1Q,ZAF,CHN,ZAR,Average total cost % of sending the equivialent of $200 USD,22.092,World Bank
2019_1Q-ZAF-IND-ZAR,2019_1Q,ZAF,IND,ZAR,Average total cost % of sending the equivialent of $200 USD,10.86333333,World Bank
2019_1Q-ZAF-KEN-ZAR,2019_1Q,ZAF,KEN,ZAR,Average total cost % of sending the equivialent of $200 USD,10.88363636,World Bank
2019_1Q-ZAF-LSO-ZAR,2019_1Q,ZAF,LSO,ZAR,Average total cost % of sending the equivialent of $200 USD,15.89666667,World Bank
2019_1Q-ZAF-MOZ-ZAR,2019_1Q,ZAF,MOZ,ZAR,Average total cost % of sending the equivialent of $200 USD,15.99363636,World Bank
2019_1Q-ZAF-MWI-ZAR,2019_1Q,ZAF,MWI,ZAR,Average total cost % of sending the equivialent of $200 USD,15.75071429,World Bank
2019_1Q-ZAF-NGA-ZAR,2019_1Q,ZAF,NGA,ZAR,Average total cost % of sending the equivialent of $200 USD,14.8,World Bank
2019_1Q-ZAF-SWZ-ZAR,2019_1Q,ZAF,SWZ,ZAR,Average total cost % of sending the equivialent of $200 USD,19.03142857,World Bank
2019_1Q-ZAF-TZA-ZAR,2019_1Q,ZAF,TZA,ZAR,Average total cost % of sending the equivialent of $200 USD,12.03125,World Bank
2019_1Q-ZAF-ZMB-ZAR,2019_1Q,ZAF,ZMB,ZAR,Average total cost % of sending the equivialent of $200 USD,14.79153846,World Bank
2019_1Q-ZAF-ZWE-ZAR,2019_1Q,ZAF,ZWE,ZAR,Average total cost % of sending the equivialent of $200 USD,12.221875,World Bank
2019_2Q-AGO-NAM-AOA,2019_2Q,AGO,NAM,AOA,Average total cost % of sending the equivialent of $200 USD,15.22666667,World Bank
2019_2Q-ARE-BGD-AED,2019_2Q,ARE,BGD,AED,Average total cost % of sending the equivialent of $200 USD,2.277,World Bank
2019_2Q-ARE-EGY-AED,2019_2Q,ARE,EGY,AED,Average total cost % of sending the equivialent of $200 USD,3.652307692,World Bank
2019_2Q-ARE-IDN-AED,2019_2Q,ARE,IDN,AED,Average total cost % of sending the equivialent of $200 USD,4.86375,World Bank
2019_2Q-ARE-IND-AED,2019_2Q,ARE,IND,AED,Average total cost % of sending the equivialent of $200 USD,2.526,World Bank
2019_2Q-ARE-JOR-AED,2019_2Q,ARE,JOR,AED,Average total cost % of sending the equivialent of $200 USD,3.81,World Bank
2019_2Q-ARE-LKA-AED,2019_2Q,ARE,LKA,AED,Average total cost % of sending the equivialent of $200 USD,2.9405,World Bank
2019_2Q-ARE-NPL-AED,2019_2Q,ARE,NPL,AED,Average total cost % of sending the equivialent of $200 USD,3.875294118,World Bank
2019_2Q-ARE-PAK-AED,2019_2Q,ARE,PAK,AED,Average total cost % of sending the equivialent of $200 USD,2.9285,World Bank
2019_2Q-ARE-PHL-AED,2019_2Q,ARE,PHL,AED,Average total cost % of sending the equivialent of $200 USD,2.9805,World Bank
2019_2Q-ARE-SDN-AED,2019_2Q,ARE,SDN,AED,Average total cost % of sending the equivialent of $200 USD,4.0125,World Bank
2019_2Q-ARE-SSD-AED,2019_2Q,ARE,SSD,AED,Average total cost % of sending the equivialent of $200 USD,5.0275,World Bank
2019_2Q-ARE-YEM-AED,2019_2Q,ARE,YEM,AED,Average total cost % of sending the equivialent of $200 USD,3.99125,World Bank
2019_2Q-AUS-CHN-AUD,2019_2Q,AUS,CHN,AUD,Average total cost % of sending the equivialent of $200 USD,6.15,World Bank
2019_2Q-AUS-FJI-AUD,2019_2Q,AUS,FJI,AUD,Average total cost % of sending the equivialent of $200 USD,7.537894737,World Bank
2019_2Q-AUS-IDN-AUD,2019_2Q,AUS,IDN,AUD,Average total cost % of sending the equivialent of $200 USD,6.5835,World Bank
2019_2Q-AUS-IND-AUD,2019_2Q,AUS,IND,AUD,Average total cost % of sending the equivialent of $200 USD,4.750731707,World Bank
2019_2Q-AUS-LBN-AUD,2019_2Q,AUS,LBN,AUD,Average total cost % of sending the equivialent of $200 USD,12.05285714,World Bank
2019_2Q-AUS-LKA-AUD,2019_2Q,AUS,LKA,AUD,Average total cost % of sending the equivialent of $200 USD,6.149565217,World Bank
2019_2Q-AUS-MYS-AUD,2019_2Q,AUS,MYS,AUD,Average total cost % of sending the equivialent of $200 USD,10.27941176,World Bank
2019_2Q-AUS-PAK-AUD,2019_2Q,AUS,PAK,AUD,Average total cost % of sending the equivialent of $200 USD,6.99,World Bank
2019_2Q-AUS-PHL-AUD,2019_2Q,AUS,PHL,AUD,Average total cost % of sending the equivialent of $200 USD,5.023235294,World Bank
2019_2Q-AUS-SOM-AUD,2019_2Q,AUS,SOM,AUD,Average total cost % of sending the equivialent of $200 USD,10.6825,World Bank
2019_2Q-AUS-THA-AUD,2019_2Q,AUS,THA,AUD,Average total cost % of sending the equivialent of $200 USD,8.941666667,World Bank
2019_2Q-AUS-TON-AUD,2019_2Q,AUS,TON,AUD,Average total cost % of sending the equivialent of $200 USD,9.542380952,World Bank
2019_2Q-AUS-VNM-AUD,2019_2Q,AUS,VNM,AUD,Average total cost % of sending the equivialent of $200 USD,6.987916667,World Bank
2019_2Q-AUS-VUT-AUD,2019_2Q,AUS,VUT,AUD,Average total cost % of sending the equivialent of $200 USD,12.07214286,World Bank
2019_2Q-AUS-WSM-AUD,2019_2Q,AUS,WSM,AUD,Average total cost % of sending the equivialent of $200 USD,8.389473684,World Bank
2019_2Q-AUS-ZWE-AUD,2019_2Q,AUS,ZWE,AUD,Average total cost % of sending the equivialent of $200 USD,8.793636364,World Bank
2019_2Q-AUT-BIH-EUR,2019_2Q,AUT,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,7.08375,World Bank
2019_2Q-AUT-HRV-EUR,2019_2Q,AUT,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,5.476428571,World Bank
2019_2Q-AUT-HUN-EUR,2019_2Q,AUT,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,5.294615385,World Bank
2019_2Q-AUT-KSV-EUR,2019_2Q,AUT,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,6.152857143,World Bank
2019_2Q-AUT-SRB-EUR,2019_2Q,AUT,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,6.493333333,World Bank
2019_2Q-AUT-TUR-EUR,2019_2Q,AUT,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,5.005,World Bank
2019_2Q-BEL-COD-EUR,2019_2Q,BEL,COD,EUR,Average total cost % of sending the equivialent of $200 USD,7.8175,World Bank
2019_2Q-BEL-DZA-EUR,2019_2Q,BEL,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,10.238,World Bank
2019_2Q-BEL-MAR-EUR,2019_2Q,BEL,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.082777778,World Bank
2019_2Q-BEL-TUR-EUR,2019_2Q,BEL,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,6.515454545,World Bank
2019_2Q-BHR-BGD-BHD,2019_2Q,BHR,BGD,BHD,Average total cost % of sending the equivialent of $200 USD,2.205625,World Bank
2019_2Q-BHR-EGY-BHD,2019_2Q,BHR,EGY,BHD,Average total cost % of sending the equivialent of $200 USD,6.021538462,World Bank
2019_2Q-BHR-IND-BHD,2019_2Q,BHR,IND,BHD,Average total cost % of sending the equivialent of $200 USD,2.316842105,World Bank
2019_2Q-BHR-PAK-BHD,2019_2Q,BHR,PAK,BHD,Average total cost % of sending the equivialent of $200 USD,4.586363636,World Bank
2019_2Q-BRA-BOL-BRL,2019_2Q,BRA,BOL,BRL,Average total cost % of sending the equivialent of $200 USD,7.667142857,World Bank
2019_2Q-BRA-PER-BRL,2019_2Q,BRA,PER,BRL,Average total cost % of sending the equivialent of $200 USD,6.082,World Bank
2019_2Q-BRA-PRY-BRL,2019_2Q,BRA,PRY,BRL,Average total cost % of sending the equivialent of $200 USD,8.97,World Bank
2019_2Q-CAN-CHN-CAD,2019_2Q,CAN,CHN,CAD,Average total cost % of sending the equivialent of $200 USD,5.974545455,World Bank
2019_2Q-CAN-GHA-CAD,2019_2Q,CAN,GHA,CAD,Average total cost % of sending the equivialent of $200 USD,8.258461538,World Bank
2019_2Q-CAN-GUY-CAD,2019_2Q,CAN,GUY,CAD,Average total cost % of sending the equivialent of $200 USD,7.9925,World Bank
2019_2Q-CAN-HTI-CAD,2019_2Q,CAN,HTI,CAD,Average total cost % of sending the equivialent of $200 USD,8.186153846,World Bank
2019_2Q-CAN-IND-CAD,2019_2Q,CAN,IND,CAD,Average total cost % of sending the equivialent of $200 USD,4.64137931,World Bank
2019_2Q-CAN-JAM-CAD,2019_2Q,CAN,JAM,CAD,Average total cost % of sending the equivialent of $200 USD,7.461428571,World Bank
2019_2Q-CAN-KEN-CAD,2019_2Q,CAN,KEN,CAD,Average total cost % of sending the equivialent of $200 USD,8.832,World Bank
2019_2Q-CAN-LBN-CAD,2019_2Q,CAN,LBN,CAD,Average total cost % of sending the equivialent of $200 USD,9.595555556,World Bank
2019_2Q-CAN-LKA-CAD,2019_2Q,CAN,LKA,CAD,Average total cost % of sending the equivialent of $200 USD,5.88,World Bank
2019_2Q-CAN-NGA-CAD,2019_2Q,CAN,NGA,CAD,Average total cost % of sending the equivialent of $200 USD,6.163076923,World Bank
2019_2Q-CAN-PAK-CAD,2019_2Q,CAN,PAK,CAD,Average total cost % of sending the equivialent of $200 USD,4.921333333,World Bank
2019_2Q-CAN-PHL-CAD,2019_2Q,CAN,PHL,CAD,Average total cost % of sending the equivialent of $200 USD,4.6924,World Bank
2019_2Q-CAN-RWA-CAD,2019_2Q,CAN,RWA,CAD,Average total cost % of sending the equivialent of $200 USD,9.57,World Bank
2019_2Q-CAN-VNM-CAD,2019_2Q,CAN,VNM,CAD,Average total cost % of sending the equivialent of $200 USD,7.222222222,World Bank
2019_2Q-CAN-ZWE-CAD,2019_2Q,CAN,ZWE,CAD,Average total cost % of sending the equivialent of $200 USD,9.736666667,World Bank
2019_2Q-CHE-ALB-CHF,2019_2Q,CHE,ALB,CHF,Average total cost % of sending the equivialent of $200 USD,12.28533333,World Bank
2019_2Q-CHE-HUN-CHF,2019_2Q,CHE,HUN,CHF,Average total cost % of sending the equivialent of $200 USD,10.74384615,World Bank
2019_2Q-CHE-KSV-CHF,2019_2Q,CHE,KSV,CHF,Average total cost % of sending the equivialent of $200 USD,9.004545455,World Bank
2019_2Q-CHE-LKA-CHF,2019_2Q,CHE,LKA,CHF,Average total cost % of sending the equivialent of $200 USD,7.341666667,World Bank
2019_2Q-CHE-SRB-CHF,2019_2Q,CHE,SRB,CHF,Average total cost % of sending the equivialent of $200 USD,10.61444444,World Bank
2019_2Q-CHL-PER-CLP,2019_2Q,CHL,PER,CLP,Average total cost % of sending the equivialent of $200 USD,4.411666667,World Bank
2019_2Q-CIV-MLI-CFA,2019_2Q,CIV,MLI,CFA,Average total cost % of sending the equivialent of $200 USD,4,World Bank
2019_2Q-CMR-NGA-CFA,2019_2Q,CMR,NGA,CFA,Average total cost % of sending the equivialent of $200 USD,10.895,World Bank
2019_2Q-CRI-NIC-USD,2019_2Q,CRI,NIC,USD,Average total cost % of sending the equivialent of $200 USD,4.5625,World Bank
2019_2Q-CZE-UKR-CZK,2019_2Q,CZE,UKR,CZK,Average total cost % of sending the equivialent of $200 USD,8.717,World Bank
2019_2Q-CZE-VNM-CZK,2019_2Q,CZE,VNM,CZK,Average total cost % of sending the equivialent of $200 USD,9.086666667,World Bank
2019_2Q-DEU-AFG-EUR,2019_2Q,DEU,AFG,EUR,Average total cost % of sending the equivialent of $200 USD,9.163333333,World Bank
2019_2Q-DEU-ALB-EUR,2019_2Q,DEU,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,9.235,World Bank
2019_2Q-DEU-BGR-EUR,2019_2Q,DEU,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,5.176428571,World Bank
2019_2Q-DEU-BIH-EUR,2019_2Q,DEU,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,8.119333333,World Bank
2019_2Q-DEU-CHN-EUR,2019_2Q,DEU,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,9.886,World Bank
2019_2Q-DEU-GHA-EUR,2019_2Q,DEU,GHA,EUR,Average total cost % of sending the equivialent of $200 USD,9.00125,World Bank
2019_2Q-DEU-HRV-EUR,2019_2Q,DEU,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,7.650625,World Bank
2019_2Q-DEU-HUN-EUR,2019_2Q,DEU,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,9.16,World Bank
2019_2Q-DEU-IND-EUR,2019_2Q,DEU,IND,EUR,Average total cost % of sending the equivialent of $200 USD,6.427916667,World Bank
2019_2Q-DEU-KGZ-EUR,2019_2Q,DEU,KGZ,EUR,Average total cost % of sending the equivialent of $200 USD,10.476,World Bank
2019_2Q-DEU-KSV-EUR,2019_2Q,DEU,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,5.958571429,World Bank
2019_2Q-DEU-LBN-EUR,2019_2Q,DEU,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,11.922,World Bank
2019_2Q-DEU-MAR-EUR,2019_2Q,DEU,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,6.585263158,World Bank
2019_2Q-DEU-MDA-EUR,2019_2Q,DEU,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,10.63052632,World Bank
2019_2Q-DEU-MKD-EUR,2019_2Q,DEU,MKD,EUR,Average total cost % of sending the equivialent of $200 USD,8.7625,World Bank
2019_2Q-DEU-NGA-EUR,2019_2Q,DEU,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,7.659375,World Bank
2019_2Q-DEU-ROU-EUR,2019_2Q,DEU,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.4344,World Bank
2019_2Q-DEU-SRB-EUR,2019_2Q,DEU,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,7.622307692,World Bank
2019_2Q-DEU-TGO-EUR,2019_2Q,DEU,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,10.12666667,World Bank
2019_2Q-DEU-THA-EUR,2019_2Q,DEU,THA,EUR,Average total cost % of sending the equivialent of $200 USD,8.768333333,World Bank
2019_2Q-DEU-TJK-EUR,2019_2Q,DEU,TJK,EUR,Average total cost % of sending the equivialent of $200 USD,7.547272727,World Bank
2019_2Q-DEU-TUR-EUR,2019_2Q,DEU,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,7.7005,World Bank
2019_2Q-DEU-UKR-EUR,2019_2Q,DEU,UKR,EUR,Average total cost % of sending the equivialent of $200 USD,5.724444444,World Bank
2019_2Q-DEU-VNM-EUR,2019_2Q,DEU,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,8.603888889,World Bank
2019_2Q-DOM-HTI-DOP,2019_2Q,DOM,HTI,DOP,Average total cost % of sending the equivialent of $200 USD,7.972,World Bank
2019_2Q-ESP-BGR-EUR,2019_2Q,ESP,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,4.111666667,World Bank
2019_2Q-ESP-BOL-EUR,2019_2Q,ESP,BOL,EUR,Average total cost % of sending the equivialent of $200 USD,4.319285714,World Bank
2019_2Q-ESP-BRA-EUR,2019_2Q,ESP,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,5.632142857,World Bank
2019_2Q-ESP-CHN-EUR,2019_2Q,ESP,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,10.83375,World Bank
2019_2Q-ESP-COL-EUR,2019_2Q,ESP,COL,EUR,Average total cost % of sending the equivialent of $200 USD,5.99,World Bank
2019_2Q-ESP-DOM-EUR,2019_2Q,ESP,DOM,EUR,Average total cost % of sending the equivialent of $200 USD,4.48,World Bank
2019_2Q-ESP-ECU-EUR,2019_2Q,ESP,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,4.318823529,World Bank
2019_2Q-ESP-HND-EUR,2019_2Q,ESP,HND,EUR,Average total cost % of sending the equivialent of $200 USD,4.895,World Bank
2019_2Q-ESP-MAR-EUR,2019_2Q,ESP,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,4.832105263,World Bank
2019_2Q-ESP-NGA-EUR,2019_2Q,ESP,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,8.152857143,World Bank
2019_2Q-ESP-PER-EUR,2019_2Q,ESP,PER,EUR,Average total cost % of sending the equivialent of $200 USD,4.404615385,World Bank
2019_2Q-ESP-PHL-EUR,2019_2Q,ESP,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,4.702142857,World Bank
2019_2Q-ESP-ROU-EUR,2019_2Q,ESP,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,3.697058824,World Bank
2019_2Q-FRA-CHN-EUR,2019_2Q,FRA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,10.73833333,World Bank
2019_2Q-FRA-CIV-EUR,2019_2Q,FRA,CIV,EUR,Average total cost % of sending the equivialent of $200 USD,5.45,World Bank
2019_2Q-FRA-CMR-EUR,2019_2Q,FRA,CMR,EUR,Average total cost % of sending the equivialent of $200 USD,4.203571429,World Bank
2019_2Q-FRA-COM-EUR,2019_2Q,FRA,COM,EUR,Average total cost % of sending the equivialent of $200 USD,4.565454545,World Bank
2019_2Q-FRA-DZA-EUR,2019_2Q,FRA,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,8.604285714,World Bank
2019_2Q-FRA-HTI-EUR,2019_2Q,FRA,HTI,EUR,Average total cost % of sending the equivialent of $200 USD,8.594545455,World Bank
2019_2Q-FRA-IND-EUR,2019_2Q,FRA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,7.017058824,World Bank
2019_2Q-FRA-LBN-EUR,2019_2Q,FRA,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,7.945,World Bank
2019_2Q-FRA-MAR-EUR,2019_2Q,FRA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.692083333,World Bank
2019_2Q-FRA-MDG-EUR,2019_2Q,FRA,MDG,EUR,Average total cost % of sending the equivialent of $200 USD,8.011428571,World Bank
2019_2Q-FRA-MLI-EUR,2019_2Q,FRA,MLI,EUR,Average total cost % of sending the equivialent of $200 USD,4.8025,World Bank
2019_2Q-FRA-SEN-EUR,2019_2Q,FRA,SEN,EUR,Average total cost % of sending the equivialent of $200 USD,4.776470588,World Bank
2019_2Q-FRA-SRB-EUR,2019_2Q,FRA,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,7.3525,World Bank
2019_2Q-FRA-TGO-EUR,2019_2Q,FRA,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,5.160909091,World Bank
2019_2Q-FRA-TUN-EUR,2019_2Q,FRA,TUN,EUR,Average total cost % of sending the equivialent of $200 USD,7.636875,World Bank
2019_2Q-FRA-VNM-EUR,2019_2Q,FRA,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,7.323571429,World Bank
2019_2Q-GBR-AFG-GBP,2019_2Q,GBR,AFG,GBP,Average total cost % of sending the equivialent of $200 USD,10.43666667,World Bank
2019_2Q-GBR-ALB-GBP,2019_2Q,GBR,ALB,GBP,Average total cost % of sending the equivialent of $200 USD,12.01,World Bank
2019_2Q-GBR-BGD-GBP,2019_2Q,GBR,BGD,GBP,Average total cost % of sending the equivialent of $200 USD,4.246,World Bank
2019_2Q-GBR-BGR-GBP,2019_2Q,GBR,BGR,GBP,Average total cost % of sending the equivialent of $200 USD,8.080625,World Bank
2019_2Q-GBR-BRA-GBP,2019_2Q,GBR,BRA,GBP,Average total cost % of sending the equivialent of $200 USD,7.428823529,World Bank
2019_2Q-GBR-CHN-GBP,2019_2Q,GBR,CHN,GBP,Average total cost % of sending the equivialent of $200 USD,8.155,World Bank
2019_2Q-GBR-ERI-GBP,2019_2Q,GBR,ERI,GBP,Average total cost % of sending the equivialent of $200 USD,11.33571429,World Bank
2019_2Q-GBR-ETH-GBP,2019_2Q,GBR,ETH,GBP,Average total cost % of sending the equivialent of $200 USD,8.103333333,World Bank
2019_2Q-GBR-GHA-GBP,2019_2Q,GBR,GHA,GBP,Average total cost % of sending the equivialent of $200 USD,8.777333333,World Bank
2019_2Q-GBR-GMB-GBP,2019_2Q,GBR,GMB,GBP,Average total cost % of sending the equivialent of $200 USD,12.58,World Bank
2019_2Q-GBR-IND-GBP,2019_2Q,GBR,IND,GBP,Average total cost % of sending the equivialent of $200 USD,3.548571429,World Bank
2019_2Q-GBR-JAM-GBP,2019_2Q,GBR,JAM,GBP,Average total cost % of sending the equivialent of $200 USD,7.785,World Bank
2019_2Q-GBR-KEN-GBP,2019_2Q,GBR,KEN,GBP,Average total cost % of sending the equivialent of $200 USD,5.462,World Bank
2019_2Q-GBR-LBN-GBP,2019_2Q,GBR,LBN,GBP,Average total cost % of sending the equivialent of $200 USD,11.35,World Bank
2019_2Q-GBR-LKA-GBP,2019_2Q,GBR,LKA,GBP,Average total cost % of sending the equivialent of $200 USD,4.454736842,World Bank
2019_2Q-GBR-LTU-GBP,2019_2Q,GBR,LTU,GBP,Average total cost % of sending the equivialent of $200 USD,6.225,World Bank
2019_2Q-GBR-NGA-GBP,2019_2Q,GBR,NGA,GBP,Average total cost % of sending the equivialent of $200 USD,6.998571429,World Bank
2019_2Q-GBR-NPL-GBP,2019_2Q,GBR,NPL,GBP,Average total cost % of sending the equivialent of $200 USD,6.1125,World Bank
2019_2Q-GBR-PAK-GBP,2019_2Q,GBR,PAK,GBP,Average total cost % of sending the equivialent of $200 USD,3.746,World Bank
2019_2Q-GBR-PHL-GBP,2019_2Q,GBR,PHL,GBP,Average total cost % of sending the equivialent of $200 USD,5.4265,World Bank
2019_2Q-GBR-POL-GBP,2019_2Q,GBR,POL,GBP,Average total cost % of sending the equivialent of $200 USD,5.2025,World Bank
2019_2Q-GBR-ROU-GBP,2019_2Q,GBR,ROU,GBP,Average total cost % of sending the equivialent of $200 USD,5.75375,World Bank
2019_2Q-GBR-RWA-GBP,2019_2Q,GBR,RWA,GBP,Average total cost % of sending the equivialent of $200 USD,9.681538462,World Bank
2019_2Q-GBR-SLE-GBP,2019_2Q,GBR,SLE,GBP,Average total cost % of sending the equivialent of $200 USD,11.775,World Bank
2019_2Q-GBR-SOM-GBP,2019_2Q,GBR,SOM,GBP,Average total cost % of sending the equivialent of $200 USD,6.26,World Bank
2019_2Q-GBR-SSD-GBP,2019_2Q,GBR,SSD,GBP,Average total cost % of sending the equivialent of $200 USD,8.734285714,World Bank
2019_2Q-GBR-THA-GBP,2019_2Q,GBR,THA,GBP,Average total cost % of sending the equivialent of $200 USD,9.400666667,World Bank
2019_2Q-GBR-TZA-GBP,2019_2Q,GBR,TZA,GBP,Average total cost % of sending the equivialent of $200 USD,8.769090909,World Bank
2019_2Q-GBR-UGA-GBP,2019_2Q,GBR,UGA,GBP,Average total cost % of sending the equivialent of $200 USD,7.447777778,World Bank
2019_2Q-GBR-VNM-GBP,2019_2Q,GBR,VNM,GBP,Average total cost % of sending the equivialent of $200 USD,7.57375,World Bank
2019_2Q-GBR-ZAF-GBP,2019_2Q,GBR,ZAF,GBP,Average total cost % of sending the equivialent of $200 USD,7.529230769,World Bank
2019_2Q-GBR-ZMB-GBP,2019_2Q,GBR,ZMB,GBP,Average total cost % of sending the equivialent of $200 USD,8.635,World Bank
2019_2Q-GBR-ZWE-GBP,2019_2Q,GBR,ZWE,GBP,Average total cost % of sending the equivialent of $200 USD,7.424545455,World Bank
2019_2Q-GHA-NGA-GHS,2019_2Q,GHA,NGA,GHS,Average total cost % of sending the equivialent of $200 USD,6.675,World Bank
2019_2Q-IND-BGD-INR,2019_2Q,IND,BGD,INR,Average total cost % of sending the equivialent of $200 USD,2.395,World Bank
2019_2Q-IND-LKA-INR,2019_2Q,IND,LKA,INR,Average total cost % of sending the equivialent of $200 USD,2.395,World Bank
2019_2Q-IND-NPL-INR,2019_2Q,IND,NPL,INR,Average total cost % of sending the equivialent of $200 USD,1.545714286,World Bank
2019_2Q-IND-PAK-INR,2019_2Q,IND,PAK,INR,Average total cost % of sending the equivialent of $200 USD,2.395,World Bank
2019_2Q-ISR-MAR-ILS,2019_2Q,ISR,MAR,ILS,Average total cost % of sending the equivialent of $200 USD,12.27833333,World Bank
2019_2Q-ITA-ALB-EUR,2019_2Q,ITA,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,7.990588235,World Bank
2019_2Q-ITA-BGD-EUR,2019_2Q,ITA,BGD,EUR,Average total cost % of sending the equivialent of $200 USD,5.48,World Bank
2019_2Q-ITA-BRA-EUR,2019_2Q,ITA,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,7.421904762,World Bank
2019_2Q-ITA-CHN-EUR,2019_2Q,ITA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,7.602222222,World Bank
2019_2Q-ITA-ECU-EUR,2019_2Q,ITA,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,5.325263158,World Bank
2019_2Q-ITA-EGY-EUR,2019_2Q,ITA,EGY,EUR,Average total cost % of sending the equivialent of $200 USD,6.734,World Bank
2019_2Q-ITA-ETH-EUR,2019_2Q,ITA,ETH,EUR,Average total cost % of sending the equivialent of $200 USD,7.662727273,World Bank
2019_2Q-ITA-IND-EUR,2019_2Q,ITA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,3.871785714,World Bank
2019_2Q-ITA-KSV-EUR,2019_2Q,ITA,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,8.788571429,World Bank
2019_2Q-ITA-LKA-EUR,2019_2Q,ITA,LKA,EUR,Average total cost % of sending the equivialent of $200 USD,4.99173913,World Bank
2019_2Q-ITA-MAR-EUR,2019_2Q,ITA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,6.282666667,World Bank
2019_2Q-ITA-MDA-EUR,2019_2Q,ITA,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,5.61625,World Bank
2019_2Q-ITA-NGA-EUR,2019_2Q,ITA,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,7.912941176,World Bank
2019_2Q-ITA-PHL-EUR,2019_2Q,ITA,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,5.159393939,World Bank
