Key,period,Source_Country_code,destination_Country_code,Currency_Code,Fact_Type,Fact,Source
2016_3Q-USA-PER-USD,2016_3Q,USA,PER,USD,Average total cost % of sending the equivialent of $200 USD,5.214285714,World Bank
2016_3Q-USA-PHL-USD,2016_3Q,USA,PHL,USD,Average total cost % of sending the equivialent of $200 USD,5.3,World Bank
2016_3Q-USA-SLV-USD,2016_3Q,USA,SLV,USD,Average total cost % of sending the equivialent of $200 USD,4.47826087,World Bank
2016_3Q-USA-SOM-USD,2016_3Q,USA,SOM,USD,Average total cost % of sending the equivialent of $200 USD,5.5,World Bank
2016_3Q-USA-SSD-USD,2016_3Q,USA,SSD,USD,Average total cost % of sending the equivialent of $200 USD,4.5,World Bank
2016_3Q-USA-THA-USD,2016_3Q,USA,THA,USD,Average total cost % of sending the equivialent of $200 USD,11.7,World Bank
2016_3Q-USA-UKR-USD,2016_3Q,USA,UKR,USD,Average total cost % of sending the equivialent of $200 USD,4.8,World Bank
2016_3Q-USA-VNM-USD,2016_3Q,USA,VNM,USD,Average total cost % of sending the equivialent of $200 USD,4.777777778,World Bank
2016_3Q-USA-YEM-USD,2016_3Q,USA,YEM,USD,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2016_3Q-USA-ZAF-USD,2016_3Q,USA,ZAF,USD,Average total cost % of sending the equivialent of $200 USD,9.333333333,World Bank
2016_3Q-ZAF-AGO-ZAR,2016_3Q,ZAF,AGO,ZAR,Average total cost % of sending the equivialent of $200 USD,16.375,World Bank
2016_3Q-ZAF-BWA-ZAR,2016_3Q,ZAF,BWA,ZAR,Average total cost % of sending the equivialent of $200 USD,19,World Bank
2016_3Q-ZAF-CHN-ZAR,2016_3Q,ZAF,CHN,ZAR,Average total cost % of sending the equivialent of $200 USD,21.57142857,World Bank
2016_3Q-ZAF-IND-ZAR,2016_3Q,ZAF,IND,ZAR,Average total cost % of sending the equivialent of $200 USD,13.2,World Bank
2016_3Q-ZAF-KEN-ZAR,2016_3Q,ZAF,KEN,ZAR,Average total cost % of sending the equivialent of $200 USD,12.5,World Bank
2016_3Q-ZAF-LSO-ZAR,2016_3Q,ZAF,LSO,ZAR,Average total cost % of sending the equivialent of $200 USD,16,World Bank
2016_3Q-ZAF-MOZ-ZAR,2016_3Q,ZAF,MOZ,ZAR,Average total cost % of sending the equivialent of $200 USD,18.44444444,World Bank
2016_3Q-ZAF-MWI-ZAR,2016_3Q,ZAF,MWI,ZAR,Average total cost % of sending the equivialent of $200 USD,17.3,World Bank
2016_3Q-ZAF-NGA-ZAR,2016_3Q,ZAF,NGA,ZAR,Average total cost % of sending the equivialent of $200 USD,19.66666667,World Bank
2016_3Q-ZAF-SWZ-ZAR,2016_3Q,ZAF,SWZ,ZAR,Average total cost % of sending the equivialent of $200 USD,16,World Bank
2016_3Q-ZAF-TZA-ZAR,2016_3Q,ZAF,TZA,ZAR,Average total cost % of sending the equivialent of $200 USD,18,World Bank
2016_3Q-ZAF-ZMB-ZAR,2016_3Q,ZAF,ZMB,ZAR,Average total cost % of sending the equivialent of $200 USD,18.4,World Bank
2016_3Q-ZAF-ZWE-ZAR,2016_3Q,ZAF,ZWE,ZAR,Average total cost % of sending the equivialent of $200 USD,13.15384615,World Bank
2016_4Q-AGO-NAM-AOA,2016_4Q,AGO,NAM,AOA,Average total cost % of sending the equivialent of $200 USD,27,World Bank
2016_4Q-ARE-BGD-AED,2016_4Q,ARE,BGD,AED,Average total cost % of sending the equivialent of $200 USD,2.625,World Bank
2016_4Q-ARE-EGY-AED,2016_4Q,ARE,EGY,AED,Average total cost % of sending the equivialent of $200 USD,4.4,World Bank
2016_4Q-ARE-IDN-AED,2016_4Q,ARE,IDN,AED,Average total cost % of sending the equivialent of $200 USD,4.714285714,World Bank
2016_4Q-ARE-IND-AED,2016_4Q,ARE,IND,AED,Average total cost % of sending the equivialent of $200 USD,2.642857143,World Bank
2016_4Q-ARE-JOR-AED,2016_4Q,ARE,JOR,AED,Average total cost % of sending the equivialent of $200 USD,5.142857143,World Bank
2016_4Q-ARE-LKA-AED,2016_4Q,ARE,LKA,AED,Average total cost % of sending the equivialent of $200 USD,2.764705882,World Bank
2016_4Q-ARE-NPL-AED,2016_4Q,ARE,NPL,AED,Average total cost % of sending the equivialent of $200 USD,4.2,World Bank
2016_4Q-ARE-PAK-AED,2016_4Q,ARE,PAK,AED,Average total cost % of sending the equivialent of $200 USD,3,World Bank
2016_4Q-ARE-PHL-AED,2016_4Q,ARE,PHL,AED,Average total cost % of sending the equivialent of $200 USD,3.764705882,World Bank
2016_4Q-ARE-SDN-AED,2016_4Q,ARE,SDN,AED,Average total cost % of sending the equivialent of $200 USD,3,World Bank
2016_4Q-ARE-SSD-AED,2016_4Q,ARE,SSD,AED,Average total cost % of sending the equivialent of $200 USD,7,World Bank
2016_4Q-ARE-YEM-AED,2016_4Q,ARE,YEM,AED,Average total cost % of sending the equivialent of $200 USD,3.857142857,World Bank
2016_4Q-AUS-CHN-AUD,2016_4Q,AUS,CHN,AUD,Average total cost % of sending the equivialent of $200 USD,10.47619048,World Bank
2016_4Q-AUS-FJI-AUD,2016_4Q,AUS,FJI,AUD,Average total cost % of sending the equivialent of $200 USD,9.933333333,World Bank
2016_4Q-AUS-IDN-AUD,2016_4Q,AUS,IDN,AUD,Average total cost % of sending the equivialent of $200 USD,7.857142857,World Bank
2016_4Q-AUS-IND-AUD,2016_4Q,AUS,IND,AUD,Average total cost % of sending the equivialent of $200 USD,6.054054054,World Bank
2016_4Q-AUS-LBN-AUD,2016_4Q,AUS,LBN,AUD,Average total cost % of sending the equivialent of $200 USD,12.68965517,World Bank
2016_4Q-AUS-LKA-AUD,2016_4Q,AUS,LKA,AUD,Average total cost % of sending the equivialent of $200 USD,7.8125,World Bank
2016_4Q-AUS-MYS-AUD,2016_4Q,AUS,MYS,AUD,Average total cost % of sending the equivialent of $200 USD,13.5,World Bank
2016_4Q-AUS-PAK-AUD,2016_4Q,AUS,PAK,AUD,Average total cost % of sending the equivialent of $200 USD,6.9375,World Bank
2016_4Q-AUS-PHL-AUD,2016_4Q,AUS,PHL,AUD,Average total cost % of sending the equivialent of $200 USD,5.4,World Bank
2016_4Q-AUS-SOM-AUD,2016_4Q,AUS,SOM,AUD,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-AUS-THA-AUD,2016_4Q,AUS,THA,AUD,Average total cost % of sending the equivialent of $200 USD,12.33333333,World Bank
2016_4Q-AUS-TON-AUD,2016_4Q,AUS,TON,AUD,Average total cost % of sending the equivialent of $200 USD,12.07142857,World Bank
2016_4Q-AUS-VNM-AUD,2016_4Q,AUS,VNM,AUD,Average total cost % of sending the equivialent of $200 USD,8.65,World Bank
2016_4Q-AUS-VUT-AUD,2016_4Q,AUS,VUT,AUD,Average total cost % of sending the equivialent of $200 USD,16.58333333,World Bank
2016_4Q-AUS-WSM-AUD,2016_4Q,AUS,WSM,AUD,Average total cost % of sending the equivialent of $200 USD,13,World Bank
2016_4Q-AUS-ZWE-AUD,2016_4Q,AUS,ZWE,AUD,Average total cost % of sending the equivialent of $200 USD,12.28571429,World Bank
2016_4Q-AUT-BIH-EUR,2016_4Q,AUT,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,7.2,World Bank
2016_4Q-AUT-HRV-EUR,2016_4Q,AUT,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,5.111111111,World Bank
2016_4Q-AUT-HUN-EUR,2016_4Q,AUT,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,7.5,World Bank
2016_4Q-AUT-KSV-EUR,2016_4Q,AUT,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,7.333333333,World Bank
2016_4Q-AUT-SRB-EUR,2016_4Q,AUT,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,8.166666667,World Bank
2016_4Q-AUT-TUR-EUR,2016_4Q,AUT,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,6.428571429,World Bank
2016_4Q-BEL-COD-EUR,2016_4Q,BEL,COD,EUR,Average total cost % of sending the equivialent of $200 USD,7.666666667,World Bank
2016_4Q-BEL-DZA-EUR,2016_4Q,BEL,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,7.6,World Bank
2016_4Q-BEL-MAR-EUR,2016_4Q,BEL,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.083333333,World Bank
2016_4Q-BEL-TUR-EUR,2016_4Q,BEL,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,10.16666667,World Bank
2016_4Q-BHR-EGY-BHD,2016_4Q,BHR,EGY,BHD,Average total cost % of sending the equivialent of $200 USD,11,World Bank
2016_4Q-BHR-IND-BHD,2016_4Q,BHR,IND,BHD,Average total cost % of sending the equivialent of $200 USD,3.142857143,World Bank
2016_4Q-BHR-PAK-BHD,2016_4Q,BHR,PAK,BHD,Average total cost % of sending the equivialent of $200 USD,2.428571429,World Bank
2016_4Q-BRA-BOL-BRL,2016_4Q,BRA,BOL,BRL,Average total cost % of sending the equivialent of $200 USD,5.222222222,World Bank
2016_4Q-BRA-PER-BRL,2016_4Q,BRA,PER,BRL,Average total cost % of sending the equivialent of $200 USD,5.545454545,World Bank
2016_4Q-BRA-PRY-BRL,2016_4Q,BRA,PRY,BRL,Average total cost % of sending the equivialent of $200 USD,5.888888889,World Bank
2016_4Q-CAN-CHN-CAD,2016_4Q,CAN,CHN,CAD,Average total cost % of sending the equivialent of $200 USD,9.25,World Bank
2016_4Q-CAN-GHA-CAD,2016_4Q,CAN,GHA,CAD,Average total cost % of sending the equivialent of $200 USD,9.888888889,World Bank
2016_4Q-CAN-GUY-CAD,2016_4Q,CAN,GUY,CAD,Average total cost % of sending the equivialent of $200 USD,11.66666667,World Bank
2016_4Q-CAN-HTI-CAD,2016_4Q,CAN,HTI,CAD,Average total cost % of sending the equivialent of $200 USD,9.714285714,World Bank
2016_4Q-CAN-IND-CAD,2016_4Q,CAN,IND,CAD,Average total cost % of sending the equivialent of $200 USD,7.210526316,World Bank
2016_4Q-CAN-JAM-CAD,2016_4Q,CAN,JAM,CAD,Average total cost % of sending the equivialent of $200 USD,9.333333333,World Bank
2016_4Q-CAN-KEN-CAD,2016_4Q,CAN,KEN,CAD,Average total cost % of sending the equivialent of $200 USD,10.4,World Bank
2016_4Q-CAN-LBN-CAD,2016_4Q,CAN,LBN,CAD,Average total cost % of sending the equivialent of $200 USD,13.83333333,World Bank
2016_4Q-CAN-LKA-CAD,2016_4Q,CAN,LKA,CAD,Average total cost % of sending the equivialent of $200 USD,7.285714286,World Bank
2016_4Q-CAN-NGA-CAD,2016_4Q,CAN,NGA,CAD,Average total cost % of sending the equivialent of $200 USD,5.875,World Bank
2016_4Q-CAN-PAK-CAD,2016_4Q,CAN,PAK,CAD,Average total cost % of sending the equivialent of $200 USD,5.888888889,World Bank
2016_4Q-CAN-PHL-CAD,2016_4Q,CAN,PHL,CAD,Average total cost % of sending the equivialent of $200 USD,6.19047619,World Bank
2016_4Q-CAN-RWA-CAD,2016_4Q,CAN,RWA,CAD,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2016_4Q-CAN-VNM-CAD,2016_4Q,CAN,VNM,CAD,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2016_4Q-CAN-ZWE-CAD,2016_4Q,CAN,ZWE,CAD,Average total cost % of sending the equivialent of $200 USD,10.71428571,World Bank
2016_4Q-CHE-ALB-CHF,2016_4Q,CHE,ALB,CHF,Average total cost % of sending the equivialent of $200 USD,15.6,World Bank
2016_4Q-CHE-HUN-CHF,2016_4Q,CHE,HUN,CHF,Average total cost % of sending the equivialent of $200 USD,13.75,World Bank
2016_4Q-CHE-HUN-EUR,2016_4Q,CHE,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,2,World Bank
2016_4Q-CHE-KSV-CHF,2016_4Q,CHE,KSV,CHF,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-CHE-LKA-CHF,2016_4Q,CHE,LKA,CHF,Average total cost % of sending the equivialent of $200 USD,13,World Bank
2016_4Q-CHE-SRB-CHF,2016_4Q,CHE,SRB,CHF,Average total cost % of sending the equivialent of $200 USD,16,World Bank
2016_4Q-CHL-PER-CLP,2016_4Q,CHL,PER,CLP,Average total cost % of sending the equivialent of $200 USD,4.636363636,World Bank
2016_4Q-CIV-MLI-CFA,2016_4Q,CIV,MLI,CFA,Average total cost % of sending the equivialent of $200 USD,5.6,World Bank
2016_4Q-CMR-NGA-CFA,2016_4Q,CMR,NGA,CFA,Average total cost % of sending the equivialent of $200 USD,6.75,World Bank
2016_4Q-CRI-NIC-USD,2016_4Q,CRI,NIC,USD,Average total cost % of sending the equivialent of $200 USD,3.25,World Bank
2016_4Q-CZE-UKR-CZK,2016_4Q,CZE,UKR,CZK,Average total cost % of sending the equivialent of $200 USD,8.888888889,World Bank
2016_4Q-CZE-VNM-CZK,2016_4Q,CZE,VNM,CZK,Average total cost % of sending the equivialent of $200 USD,8.888888889,World Bank
2016_4Q-DEU-AFG-EUR,2016_4Q,DEU,AFG,EUR,Average total cost % of sending the equivialent of $200 USD,12.5,World Bank
2016_4Q-DEU-ALB-EUR,2016_4Q,DEU,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,9.285714286,World Bank
2016_4Q-DEU-BGR-EUR,2016_4Q,DEU,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,6.1,World Bank
2016_4Q-DEU-BIH-EUR,2016_4Q,DEU,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,8.166666667,World Bank
2016_4Q-DEU-CHN-EUR,2016_4Q,DEU,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,12.61538462,World Bank
2016_4Q-DEU-GHA-EUR,2016_4Q,DEU,GHA,EUR,Average total cost % of sending the equivialent of $200 USD,9.75,World Bank
2016_4Q-DEU-HRV-EUR,2016_4Q,DEU,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,6.384615385,World Bank
2016_4Q-DEU-HUN-EUR,2016_4Q,DEU,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,6.1,World Bank
2016_4Q-DEU-IND-EUR,2016_4Q,DEU,IND,EUR,Average total cost % of sending the equivialent of $200 USD,9.588235294,World Bank
2016_4Q-DEU-KGZ-EUR,2016_4Q,DEU,KGZ,EUR,Average total cost % of sending the equivialent of $200 USD,8.142857143,World Bank
2016_4Q-DEU-KSV-EUR,2016_4Q,DEU,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,6.833333333,World Bank
2016_4Q-DEU-LBN-EUR,2016_4Q,DEU,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,14,World Bank
2016_4Q-DEU-MAR-EUR,2016_4Q,DEU,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,8.6,World Bank
2016_4Q-DEU-MDA-EUR,2016_4Q,DEU,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,10.13333333,World Bank
2016_4Q-DEU-MKD-EUR,2016_4Q,DEU,MKD,EUR,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-DEU-NGA-EUR,2016_4Q,DEU,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,6,World Bank
2016_4Q-DEU-ROU-EUR,2016_4Q,DEU,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.80952381,World Bank
2016_4Q-DEU-SRB-EUR,2016_4Q,DEU,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-DEU-TGO-EUR,2016_4Q,DEU,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,7.1,World Bank
2016_4Q-DEU-THA-EUR,2016_4Q,DEU,THA,EUR,Average total cost % of sending the equivialent of $200 USD,14.14285714,World Bank
2016_4Q-DEU-TJK-EUR,2016_4Q,DEU,TJK,EUR,Average total cost % of sending the equivialent of $200 USD,7.875,World Bank
2016_4Q-DEU-TUR-EUR,2016_4Q,DEU,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,7.588235294,World Bank
2016_4Q-DEU-UKR-EUR,2016_4Q,DEU,UKR,EUR,Average total cost % of sending the equivialent of $200 USD,6.571428571,World Bank
2016_4Q-DEU-VNM-EUR,2016_4Q,DEU,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,10.77777778,World Bank
2016_4Q-DOM-HTI-DOP,2016_4Q,DOM,HTI,DOP,Average total cost % of sending the equivialent of $200 USD,10,World Bank
2016_4Q-ESP-BGR-EUR,2016_4Q,ESP,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,5.5,World Bank
2016_4Q-ESP-BOL-EUR,2016_4Q,ESP,BOL,EUR,Average total cost % of sending the equivialent of $200 USD,6.444444444,World Bank
2016_4Q-ESP-BRA-EUR,2016_4Q,ESP,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,6.2,World Bank
2016_4Q-ESP-CHN-EUR,2016_4Q,ESP,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,19,World Bank
2016_4Q-ESP-COL-EUR,2016_4Q,ESP,COL,EUR,Average total cost % of sending the equivialent of $200 USD,6.272727273,World Bank
2016_4Q-ESP-DOM-EUR,2016_4Q,ESP,DOM,EUR,Average total cost % of sending the equivialent of $200 USD,4.714285714,World Bank
2016_4Q-ESP-ECU-EUR,2016_4Q,ESP,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,6.333333333,World Bank
2016_4Q-ESP-HND-EUR,2016_4Q,ESP,HND,EUR,Average total cost % of sending the equivialent of $200 USD,6.571428571,World Bank
2016_4Q-ESP-MAR-EUR,2016_4Q,ESP,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.916666667,World Bank
2016_4Q-ESP-NGA-EUR,2016_4Q,ESP,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,4.875,World Bank
2016_4Q-ESP-PER-EUR,2016_4Q,ESP,PER,EUR,Average total cost % of sending the equivialent of $200 USD,6.125,World Bank
2016_4Q-ESP-PHL-EUR,2016_4Q,ESP,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,5,World Bank
2016_4Q-ESP-ROU-EUR,2016_4Q,ESP,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.9,World Bank
2016_4Q-FRA-CHN-EUR,2016_4Q,FRA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,8.909090909,World Bank
2016_4Q-FRA-CIV-EUR,2016_4Q,FRA,CIV,EUR,Average total cost % of sending the equivialent of $200 USD,6,World Bank
2016_4Q-FRA-CMR-EUR,2016_4Q,FRA,CMR,EUR,Average total cost % of sending the equivialent of $200 USD,4.333333333,World Bank
2016_4Q-FRA-COM-EUR,2016_4Q,FRA,COM,EUR,Average total cost % of sending the equivialent of $200 USD,4.333333333,World Bank
2016_4Q-FRA-DZA-EUR,2016_4Q,FRA,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,8.666666667,World Bank
2016_4Q-FRA-HTI-EUR,2016_4Q,FRA,HTI,EUR,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-FRA-IND-EUR,2016_4Q,FRA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,7.307692308,World Bank
2016_4Q-FRA-LBN-EUR,2016_4Q,FRA,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2016_4Q-FRA-MAR-EUR,2016_4Q,FRA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.684210526,World Bank
2016_4Q-FRA-MDG-EUR,2016_4Q,FRA,MDG,EUR,Average total cost % of sending the equivialent of $200 USD,6.666666667,World Bank
2016_4Q-FRA-MLI-EUR,2016_4Q,FRA,MLI,EUR,Average total cost % of sending the equivialent of $200 USD,5.555555556,World Bank
2016_4Q-FRA-SEN-EUR,2016_4Q,FRA,SEN,EUR,Average total cost % of sending the equivialent of $200 USD,5.272727273,World Bank
2016_4Q-FRA-SRB-EUR,2016_4Q,FRA,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2016_4Q-FRA-TGO-EUR,2016_4Q,FRA,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,5.75,World Bank
2016_4Q-FRA-TUN-EUR,2016_4Q,FRA,TUN,EUR,Average total cost % of sending the equivialent of $200 USD,7.090909091,World Bank
2016_4Q-FRA-VNM-EUR,2016_4Q,FRA,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2016_4Q-GBR-AFG-GBP,2016_4Q,GBR,AFG,GBP,Average total cost % of sending the equivialent of $200 USD,9.666666667,World Bank
2016_4Q-GBR-ALB-GBP,2016_4Q,GBR,ALB,GBP,Average total cost % of sending the equivialent of $200 USD,9.6,World Bank
2016_4Q-GBR-BGD-GBP,2016_4Q,GBR,BGD,GBP,Average total cost % of sending the equivialent of $200 USD,4.8,World Bank
2016_4Q-GBR-BGR-GBP,2016_4Q,GBR,BGR,GBP,Average total cost % of sending the equivialent of $200 USD,10.14285714,World Bank
2016_4Q-GBR-BRA-GBP,2016_4Q,GBR,BRA,GBP,Average total cost % of sending the equivialent of $200 USD,6.857142857,World Bank
2016_4Q-GBR-CHN-GBP,2016_4Q,GBR,CHN,GBP,Average total cost % of sending the equivialent of $200 USD,7.5,World Bank
2016_4Q-GBR-ERI-GBP,2016_4Q,GBR,ERI,GBP,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-GBR-ETH-GBP,2016_4Q,GBR,ETH,GBP,Average total cost % of sending the equivialent of $200 USD,10.5,World Bank
2016_4Q-GBR-GHA-GBP,2016_4Q,GBR,GHA,GBP,Average total cost % of sending the equivialent of $200 USD,7.555555556,World Bank
2016_4Q-GBR-GMB-GBP,2016_4Q,GBR,GMB,GBP,Average total cost % of sending the equivialent of $200 USD,10,World Bank
2016_4Q-GBR-IND-GBP,2016_4Q,GBR,IND,GBP,Average total cost % of sending the equivialent of $200 USD,3.481481481,World Bank
2016_4Q-GBR-JAM-GBP,2016_4Q,GBR,JAM,GBP,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2016_4Q-GBR-KEN-GBP,2016_4Q,GBR,KEN,GBP,Average total cost % of sending the equivialent of $200 USD,6.25,World Bank
2016_4Q-GBR-LBN-GBP,2016_4Q,GBR,LBN,GBP,Average total cost % of sending the equivialent of $200 USD,15.75,World Bank
2016_4Q-GBR-LKA-GBP,2016_4Q,GBR,LKA,GBP,Average total cost % of sending the equivialent of $200 USD,5.214285714,World Bank
2016_4Q-GBR-LTU-GBP,2016_4Q,GBR,LTU,GBP,Average total cost % of sending the equivialent of $200 USD,7.909090909,World Bank
2016_4Q-GBR-NGA-GBP,2016_4Q,GBR,NGA,GBP,Average total cost % of sending the equivialent of $200 USD,4.333333333,World Bank
2016_4Q-GBR-NPL-GBP,2016_4Q,GBR,NPL,GBP,Average total cost % of sending the equivialent of $200 USD,6.545454545,World Bank
2016_4Q-GBR-PAK-GBP,2016_4Q,GBR,PAK,GBP,Average total cost % of sending the equivialent of $200 USD,4.4,World Bank
2016_4Q-GBR-PHL-GBP,2016_4Q,GBR,PHL,GBP,Average total cost % of sending the equivialent of $200 USD,6.483870968,World Bank
2016_4Q-GBR-POL-GBP,2016_4Q,GBR,POL,GBP,Average total cost % of sending the equivialent of $200 USD,6.227272727,World Bank
2016_4Q-GBR-ROU-GBP,2016_4Q,GBR,ROU,GBP,Average total cost % of sending the equivialent of $200 USD,7.428571429,World Bank
2016_4Q-GBR-RWA-GBP,2016_4Q,GBR,RWA,GBP,Average total cost % of sending the equivialent of $200 USD,13.28571429,World Bank
2016_4Q-GBR-SLE-GBP,2016_4Q,GBR,SLE,GBP,Average total cost % of sending the equivialent of $200 USD,11.66666667,World Bank
2016_4Q-GBR-SOM-GBP,2016_4Q,GBR,SOM,GBP,Average total cost % of sending the equivialent of $200 USD,7.857142857,World Bank
2016_4Q-GBR-SSD-GBP,2016_4Q,GBR,SSD,GBP,Average total cost % of sending the equivialent of $200 USD,11.28571429,World Bank
2016_4Q-GBR-THA-GBP,2016_4Q,GBR,THA,GBP,Average total cost % of sending the equivialent of $200 USD,10.22222222,World Bank
2016_4Q-GBR-TZA-GBP,2016_4Q,GBR,TZA,GBP,Average total cost % of sending the equivialent of $200 USD,11.5,World Bank
2016_4Q-GBR-UGA-GBP,2016_4Q,GBR,UGA,GBP,Average total cost % of sending the equivialent of $200 USD,7.6,World Bank
2016_4Q-GBR-VNM-GBP,2016_4Q,GBR,VNM,GBP,Average total cost % of sending the equivialent of $200 USD,7.666666667,World Bank
2016_4Q-GBR-ZAF-GBP,2016_4Q,GBR,ZAF,GBP,Average total cost % of sending the equivialent of $200 USD,8.857142857,World Bank
2016_4Q-GBR-ZMB-GBP,2016_4Q,GBR,ZMB,GBP,Average total cost % of sending the equivialent of $200 USD,11.25,World Bank
2016_4Q-GBR-ZWE-GBP,2016_4Q,GBR,ZWE,GBP,Average total cost % of sending the equivialent of $200 USD,8.833333333,World Bank
2016_4Q-GHA-NGA-GHS,2016_4Q,GHA,NGA,GHS,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2016_4Q-IND-BGD-INR,2016_4Q,IND,BGD,INR,Average total cost % of sending the equivialent of $200 USD,4.5,World Bank
2016_4Q-IND-LKA-INR,2016_4Q,IND,LKA,INR,Average total cost % of sending the equivialent of $200 USD,4.5,World Bank
2016_4Q-IND-NPL-INR,2016_4Q,IND,NPL,INR,Average total cost % of sending the equivialent of $200 USD,3.333333333,World Bank
2016_4Q-IND-PAK-INR,2016_4Q,IND,PAK,INR,Average total cost % of sending the equivialent of $200 USD,4.5,World Bank
2016_4Q-ISR-MAR-ILS,2016_4Q,ISR,MAR,ILS,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2016_4Q-ITA-ALB-EUR,2016_4Q,ITA,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,7.388888889,World Bank
2016_4Q-ITA-BRA-EUR,2016_4Q,ITA,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,6.95,World Bank
2016_4Q-ITA-CHN-EUR,2016_4Q,ITA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,9.444444444,World Bank
2016_4Q-ITA-ECU-EUR,2016_4Q,ITA,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,5.294117647,World Bank
2016_4Q-ITA-EGY-EUR,2016_4Q,ITA,EGY,EUR,Average total cost % of sending the equivialent of $200 USD,9.166666667,World Bank
2016_4Q-ITA-ETH-EUR,2016_4Q,ITA,ETH,EUR,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2016_4Q-ITA-IND-EUR,2016_4Q,ITA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,4.7,World Bank
2016_4Q-ITA-KSV-EUR,2016_4Q,ITA,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,8.166666667,World Bank
2016_4Q-ITA-LKA-EUR,2016_4Q,ITA,LKA,EUR,Average total cost % of sending the equivialent of $200 USD,5.714285714,World Bank
2016_4Q-ITA-MAR-EUR,2016_4Q,ITA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.730769231,World Bank
2016_4Q-ITA-MDA-EUR,2016_4Q,ITA,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,5.933333333,World Bank
2016_4Q-ITA-NGA-EUR,2016_4Q,ITA,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,5.428571429,World Bank
2016_4Q-ITA-PHL-EUR,2016_4Q,ITA,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,5.90625,World Bank
2016_4Q-ITA-ROU-EUR,2016_4Q,ITA,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.771428571,World Bank
2016_4Q-ITA-SEN-EUR,2016_4Q,ITA,SEN,EUR,Average total cost % of sending the equivialent of $200 USD,5.882352941,World Bank
