"Label","Value"
"2020-03-14","202149"
"2020-03-21","484304"
"2020-03-28","148163"
"2020-04-04","285632"
"2020-04-11","188731"
"2020-04-18","287073"
"2020-04-25","248644"
"2020-05-02","306051"
"2020-05-09","297988"
"2020-05-16","516974"
"2020-05-23","503950"
"2020-05-30","446721"
"2020-06-06","589336"
"2020-06-13","354589"
"2020-06-20","499608"
"2020-06-27","482224"
"2020-07-04","410320"
"2020-07-11","531878"
"2020-07-18","641130"
"2020-07-25","496283"
"2020-08-01","565584"
"2020-08-08","427658"
"2020-08-15","954685"
"2020-08-22","795392"
"2020-08-29","479103"
"2020-09-05","558018"
"2020-09-12","728361"
"2020-09-19","735009"
"2020-09-26","660050"
