"Label","Value"
"2017-08-12","18877252"
"2017-08-19","532325"
"2017-08-26","10000000"
"2017-09-02","966277"
"2017-09-09","6876938"
"2017-09-16","2076030"
"2017-09-23","5168933"
"2017-09-30","466789"
"2017-10-07",""
"2017-10-14","1450000"
"2017-10-21","3317849"
"2017-10-28","100000"
"2017-11-04","2062410"
"2017-11-11","30621185"
"2017-11-18","2601778"
"2017-11-25","11308341"
"2017-12-02","27973164"
"2017-12-09","39520000"
"2017-12-16","41433344"
"2017-12-23","22568328"
"2017-12-30","14009411"
"2018-01-06","96187807"
"2018-01-13","71762083"
"2018-01-20","38427884"
"2018-01-27","5519835"
"2018-02-03","20643172"
"2018-02-10","47684889"
"2018-02-17","32625639"
"2018-02-24","22334879"
"2018-03-03","29307016"
"2018-03-10","55518949"
"2018-03-17","34498269"
"2018-03-24","74244716"
"2018-03-31","29035476"
"2018-04-07","26932963"
"2018-04-14","32019214"
"2018-04-21","31974055"
"2018-04-28","79419068"
"2018-05-05","30069101"
"2018-05-12","24512817"
"2018-05-19","32921139"
"2018-05-26","15574904"
"2018-06-02","21265867"
"2018-06-09","12850520"
"2018-06-16","38913422"
"2018-06-23","78172358"
"2018-06-30","43082011"
"2018-07-07","21892677"
"2018-07-14","22694025"
"2018-07-21","40125008"
"2018-07-28","39562835"
"2018-08-04","60779543"
"2018-08-11","25563954"
"2018-08-18","23398115"
"2018-08-25","31762732"
"2018-09-01","18390145"
"2018-09-08","52119572"
"2018-09-15","25410900"
"2018-09-22","22643420"
"2018-09-29","23988333"
"2018-10-06","21250203"
"2018-10-13","43433465"
"2018-10-20","29647444"
"2018-10-27","20348363"
"2018-11-03","43102690"
"2018-11-10","68406654"
"2018-11-17","28473129"
"2018-11-24","47823951"
"2018-12-01","74366049"
"2018-12-08","54216544"
"2018-12-15","55387685"
"2018-12-22","48253040"
"2018-12-29","29243797"
"2019-01-05","52419978"
"2019-01-12","56964937"
"2019-01-19","30348602"
"2019-01-26","41059433"
"2019-02-02","59217123"
"2019-02-09","132337436"
"2019-02-16","37169892"
"2019-02-23","65220910"
"2019-03-02","51908933"
"2019-03-09","66239235"
"2019-03-16","85257139"
"2019-03-23","55733532"
"2019-03-30","45303204"
"2019-04-06","115621792"
"2019-04-13","71975135"
"2019-04-20","122450289"
"2019-04-27","73253511"
"2019-05-04","99544829"
"2019-05-11","120387232"
"2019-05-18","202063448"
"2019-05-25","218680648"
"2019-06-01","113077329"
"2019-06-08","208416653"
"2019-06-15","114061926"
"2019-06-22","87278294"
"2019-06-29","139665173"
"2019-07-06","171053965"
"2019-07-13","140720550"
"2019-07-20","83863330"
"2019-07-27","142727067"
"2019-08-03","124205310"
"2019-08-10","129793693"
"2019-08-17","135998400"
"2019-08-24","164132342"
"2019-08-31","207979720"
"2019-09-07","182618408"
"2019-09-14","117419347"
"2019-09-21","139893691"
"2019-09-28","160036908"
"2019-10-05","96136217"
"2019-10-12","140853983"
"2019-10-19","51222308"
"2019-10-26","107239637"
"2019-11-02","94811337"
"2019-11-09","77040981"
"2019-11-16","56662819"
"2019-11-23","91194317"
"2019-11-30","53310989"
"2019-12-07","32237255"
"2019-12-14","22953210"
"2019-12-21","23047450"
"2019-12-28","18081069"
"2020-01-04","32668289"
"2020-01-11","26613622"
"2020-01-18","89976821"
"2020-01-25","18277374"
"2020-02-01","22416000"
"2020-02-08","22460662"
"2020-02-15","33736264"
"2020-02-22","35078127"
"2020-02-29","38782877"
"2020-03-07","50644253"
"2020-03-14","35884158"
"2020-03-21","32082759"
"2020-03-28","29942555"
"2020-04-04","44121888"
"2020-04-11","50462372"
"2020-04-18","64765828"
"2020-04-25","72898598"
"2020-05-02","87768357"
"2020-05-09","58890505"
"2020-05-16","76970207"
"2020-05-23","113425882"
"2020-05-30","59704642"
"2020-06-06","86367527"
"2020-06-13","35894060"
"2020-06-20","77720891"
"2020-06-27","58561254"
"2020-07-04","33641212"
"2020-07-11","42360488"
"2020-07-18","39229251"
"2020-07-25","56078477"
"2020-08-01","62202594"
"2020-08-08","79900456"
"2020-08-15","73608498"
"2020-08-22","74141132"
"2020-08-29","79618698"
"2020-09-05","92068564"
"2020-09-12","94042419"
"2020-09-19","133777383"
"2020-09-26","97017575"
