Country_Key,Fact,Fact_Type,Source
GRD,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
GTM,16.89,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
GUY,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
HTI,12.73,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
HND,22.58,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
HKG,31.24,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
HUN,38.63,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
IND,10.63,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
IDN,11.77,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
IRN,27.66,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
IRQ,6.59,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
IRL,24.75,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ISR,23.54,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ITA,33.26,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
CIV,20.28,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
JAM,25.63,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
JPN,30.48,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
JOR,15.13,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KAZ,19.85,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KEN,15.88,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KWT,37.82,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KGZ,16.65,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LAO,27.18,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LVA,31.83,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LBN,35.49,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LBR,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LBY,10.41,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LIE,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LTU,44.96,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LUX,45.07,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MAC,29.2,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MKD,39.5,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MDG,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MWI,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MYS,21.29,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MDV,22.54,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MLI,33.21,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MLT,50.14,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MRT,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MUS,21.52,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MEX,24.84,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MDA,34.32,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MCO,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MNG,18.23,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MNE,34.44,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MAR,26.74,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MOZ,17.16,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
MMR,23.77,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NAM,13.43,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NPL,10.7,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NLD,59.54,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NZL,46.26,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NIC,22.29,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NER,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NGA,15.79,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
NOR,60.9,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
OMN,38.12,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PAK,13.55,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PSE,6.32,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PAN,12.68,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PNG,11.88,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PRY,14.96,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PER,23.35,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PHL,15.75,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
POL,31.5,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
PRT,32.04,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
QAT,61.72,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
COG,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ROU,36.68,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
RUS,20.47,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
RWA,9.08,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KNA,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LCA,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
VCT,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SMR,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SAU,42.34,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SEN,21,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SRB,42.15,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SYC,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SLE,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SGP,50.43,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SVK,32.26,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SVN,38.69,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SOM,9.09,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ZAF,30.34,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
KOR,97.44,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ESP,32.85,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
LKA,23.73,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SDN,10.77,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SUR,27.44,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SWZ,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SWE,43.76,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
CHE,54.42,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
SYR,20.77,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TWN,43.66,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TJK,10.61,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TZA,11.72,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
THA,20.18,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TLS,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TGO,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TTO,15.87,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TUN,23.98,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TUR,35.82,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
TKM,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
UGA,13.19,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
UKR,20.49,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ARE,61.24,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
GBR,31.33,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
USA,34.76,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
URY,27.9,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
UZB,9.77,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
VUT,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
VEN,6.79,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
VNM,24.6,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ESH,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
YEM,NA,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ZMB,14.01,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
ZWE,14.74,mobileSpeed2020_Mbps,https://worldpopulationreview.com/country-rankings/internet-speeds-by-country
