"t","v"
"2013-03-16T00:00:00Z","-604.5429544656299"
"2013-03-17T00:00:00Z","-76.18444925025494"
"2013-03-18T00:00:00Z","190.8307107400001"
"2013-03-19T00:00:00Z","901.03795597"
"2013-03-20T00:00:00Z","1483.9842099716698"
"2013-03-21T00:00:00Z","-531.4530773300003"
"2013-03-22T00:00:00Z","-280.2007640230604"
"2013-03-23T00:00:00Z","2784.92729593513"
"2013-03-24T00:00:00Z","-816.81560117975"
"2013-03-25T00:00:00Z","208.91449242044018"
"2013-03-26T00:00:00Z","2733.46135695"
"2013-03-27T00:00:00Z","-6395.51242233206"
"2013-03-28T00:00:00Z","1536.2224606901505"
"2013-03-29T00:00:00Z","-394.57577303000016"
"2013-03-30T00:00:00Z","-1625.5801855334198"
"2013-03-31T00:00:00Z","-1323.98895107"
"2013-04-01T00:00:00Z","381.13597470211016"
"2013-04-02T00:00:00Z","218.91663838785098"
"2013-04-03T00:00:00Z","897.1106536400002"
"2013-04-04T00:00:00Z","650.7636868950103"
"2013-04-05T00:00:00Z","2569.26380885974"
"2013-04-06T00:00:00Z","405.3913641126496"
"2013-04-07T00:00:00Z","692.2332181404599"
"2013-04-08T00:00:00Z","1541.4325802573298"
"2013-04-09T00:00:00Z","-967.09748654348"
"2013-04-10T00:00:00Z","4823.14122312739"
"2013-04-11T00:00:00Z","-2039.0644561399968"
"2013-04-12T00:00:00Z","-3494.5059667325004"
"2013-04-13T00:00:00Z","-879.7581506849801"
"2013-04-14T00:00:00Z","2364.13141911701"
"2013-04-15T00:00:00Z","1076.2613210443196"
"2013-04-16T00:00:00Z","1996.8686233490007"
"2013-04-17T00:00:00Z","-4970.504204773599"
"2013-04-18T00:00:00Z","808.03471482226"
"2013-04-19T00:00:00Z","1539.59280387934"
"2013-04-20T00:00:00Z","1033.1542980450013"
"2013-04-21T00:00:00Z","-2073.8762181051798"
"2013-04-22T00:00:00Z","15.244352922079997"
"2013-04-23T00:00:00Z","904.9714036555897"
"2013-04-24T00:00:00Z","-505.3972158432698"
"2013-04-25T00:00:00Z","605.3506377267295"
"2013-04-26T00:00:00Z","753.0224813064901"
"2013-04-27T00:00:00Z","-2862.5129225084593"
"2013-04-28T00:00:00Z","350.7377063061699"
"2013-04-29T00:00:00Z","-84.95732046994999"
"2013-04-30T00:00:00Z","-74.92975019000005"
"2013-05-01T00:00:00Z","613.1405467208006"
"2013-05-02T00:00:00Z","572.8043885958905"
"2013-05-03T00:00:00Z","1216.1243312361003"
"2013-05-04T00:00:00Z","-437.4318697123499"
"2013-05-05T00:00:00Z","790.1323442873099"
"2013-05-06T00:00:00Z","751.66552555005"
"2013-05-07T00:00:00Z","-302.53516598563965"
"2013-05-08T00:00:00Z","438.02793855776054"
"2013-05-09T00:00:00Z","-1260.34065579239"
"2013-05-10T00:00:00Z","175.06504054901052"
"2013-05-11T00:00:00Z","-623.1492642030998"
"2013-05-12T00:00:00Z","504.5596318956"
"2013-05-13T00:00:00Z","-198.70783902350013"
"2013-05-14T00:00:00Z","650.7068168420801"
"2013-05-15T00:00:00Z","2047.02148805024"
"2013-05-16T00:00:00Z","4357.188781190069"
"2013-05-17T00:00:00Z","1996.1233078432897"
"2013-05-18T00:00:00Z","609.8302252653693"
"2013-05-19T00:00:00Z","1423.5659792823294"
"2013-05-20T00:00:00Z","1294.2705566731597"
"2013-05-21T00:00:00Z","-125.6656243922398"
"2013-05-22T00:00:00Z","1640.2717703920807"
"2013-05-23T00:00:00Z","-1850.564675394351"
"2013-05-24T00:00:00Z","-4375.4362376354"
"2013-05-25T00:00:00Z","45.042894040329884"
"2013-05-26T00:00:00Z","736.2781542841099"
"2013-05-27T00:00:00Z","1251.3337218678103"
"2013-05-28T00:00:00Z","-1117.8370165996103"
"2013-05-29T00:00:00Z","1261.7788186062203"
"2013-05-30T00:00:00Z","-1125.77471796202"
"2013-05-31T00:00:00Z","-3306.406420103809"
"2013-06-01T00:00:00Z","426.58828796711987"
"2013-06-02T00:00:00Z","-2514.22017045169"
"2013-06-03T00:00:00Z","434.64406564103047"
"2013-06-04T00:00:00Z","-2260.28808582853"
"2013-06-05T00:00:00Z","-378.8628995839299"
"2013-06-06T00:00:00Z","263.12586576533977"
"2013-06-07T00:00:00Z","536.8629921664997"
"2013-06-08T00:00:00Z","1790.2986841564798"
"2013-06-09T00:00:00Z","1285.4895811241986"
"2013-06-10T00:00:00Z","-474.2173341764301"
"2013-06-11T00:00:00Z","-744.2733237960101"
"2013-06-12T00:00:00Z","-248.57634905347004"
"2013-06-13T00:00:00Z","-2885.245146444"
"2013-06-14T00:00:00Z","220.19903470540066"
"2013-06-15T00:00:00Z","-496.56072507258"
"2013-06-16T00:00:00Z","5379.8688983804195"
"2013-06-17T00:00:00Z","-55.53755572944965"
"2013-06-18T00:00:00Z","290.32032715932974"
"2013-06-19T00:00:00Z","335.6064508671202"
"2013-06-20T00:00:00Z","2591.18209438179"
"2013-06-21T00:00:00Z","1712.3949247972996"
"2013-06-22T00:00:00Z","-2305.5611048400006"
"2013-06-23T00:00:00Z","610.33618816586"
"2013-06-24T00:00:00Z","-804.6492298040603"
"2013-06-25T00:00:00Z","-507.20635102550114"
"2013-06-26T00:00:00Z","438.5827356385598"
"2013-06-27T00:00:00Z","2048.9906116513703"
"2013-06-28T00:00:00Z","-3605.815833599001"
"2013-06-29T00:00:00Z","218.11656471119977"
"2013-06-30T00:00:00Z","-238.14574261635062"
"2013-07-01T00:00:00Z","2636.6854165609"
"2013-07-02T00:00:00Z","-149.00351347590004"
"2013-07-03T00:00:00Z","-15.525602432198866"
"2013-07-04T00:00:00Z","2822.3212806723004"
"2013-07-05T00:00:00Z","2326.5519669019013"
"2013-07-06T00:00:00Z","-1013.21774725465"
"2013-07-07T00:00:00Z","374.83588134784986"
"2013-07-08T00:00:00Z","-1204.57513235036"
"2013-07-09T00:00:00Z","-3022.6047992982712"
"2013-07-10T00:00:00Z","1920.5490782706001"
"2013-07-11T00:00:00Z","-678.6287206075594"
"2013-07-12T00:00:00Z","-105.55702971579922"
"2013-07-13T00:00:00Z","3570.0546541167105"
"2013-07-14T00:00:00Z","-2042.2556334434403"
"2013-07-15T00:00:00Z","435.03592147470044"
"2013-07-16T00:00:00Z","-771.4757818156295"
"2013-07-17T00:00:00Z","61.45972483365949"
"2013-07-18T00:00:00Z","1351.8543522588952"
"2013-07-19T00:00:00Z","39.62214424870035"
"2013-07-20T00:00:00Z","672.9085269790603"
"2013-07-21T00:00:00Z","-1350.9885400761295"
"2013-07-22T00:00:00Z","365.98143731510027"
"2013-07-23T00:00:00Z","914.4540828977597"
"2013-07-24T00:00:00Z","-1330.5759263938608"
"2013-07-25T00:00:00Z","-760.7995859897101"
"2013-07-26T00:00:00Z","-161.85097230282008"
"2013-07-27T00:00:00Z","-157.21212003544042"
"2013-07-28T00:00:00Z","-1411.4963582098299"
"2013-07-29T00:00:00Z","489.112104023101"
"2013-07-30T00:00:00Z","221.4798791025396"
"2013-07-31T00:00:00Z","4255.032629969499"
"2013-08-01T00:00:00Z","6.8158352193495375"
"2013-08-02T00:00:00Z","1269.6104040218015"
"2013-08-03T00:00:00Z","6045.83660290756"
"2013-08-04T00:00:00Z","-315.51395674365017"
"2013-08-05T00:00:00Z","6801.006169833701"
"2013-08-06T00:00:00Z","-7.163808432340375"
"2013-08-07T00:00:00Z","4653.28173321935"
"2013-08-08T00:00:00Z","-846.0345358071991"
"2013-08-09T00:00:00Z","111.03314666612005"
"2013-08-10T00:00:00Z","5749.80556574696"
"2013-08-11T00:00:00Z","-1720.2626189489001"
"2013-08-12T00:00:00Z","499.31334148824953"
"2013-08-13T00:00:00Z","569.5796521337197"
"2013-08-14T00:00:00Z","4845.09517027984"
"2013-08-15T00:00:00Z","739.2127844667993"
"2013-08-16T00:00:00Z","792.643266585621"
"2013-08-17T00:00:00Z","-23640.0170967565"
"2013-08-18T00:00:00Z","-159.21632131690967"
"2013-08-19T00:00:00Z","-398.385516627799"
"2013-08-20T00:00:00Z","-176.14644682180005"
"2013-08-21T00:00:00Z","-71.7838542456011"
"2013-08-22T00:00:00Z","-2489.2524988604"
"2013-08-23T00:00:00Z","512.2445934003008"
"2013-08-24T00:00:00Z","177.44401562306984"
"2013-08-25T00:00:00Z","-1019.3335787393898"
"2013-08-26T00:00:00Z","3470.942402767201"
"2013-08-27T00:00:00Z","1213.8674249139985"
"2013-08-28T00:00:00Z","157.12748203880983"
"2013-08-29T00:00:00Z","-728.13652756587"
"2013-08-30T00:00:00Z","2240.1099799024596"
"2013-08-31T00:00:00Z","3848.88462557852"
"2013-09-01T00:00:00Z","3293.4270245001994"
"2013-09-02T00:00:00Z","4694.84586495637"
"2013-09-03T00:00:00Z","136.61789021050026"
"2013-09-04T00:00:00Z","-2796.705836794101"
"2013-09-05T00:00:00Z","9366.126625748298"
"2013-09-06T00:00:00Z","4103.87365959762"
"2013-09-07T00:00:00Z","876.6502304452597"
"2013-09-08T00:00:00Z","2205.72835669694"
"2013-09-09T00:00:00Z","2470.064637539089"
"2013-09-10T00:00:00Z","-6076.63866060303"
"2013-09-11T00:00:00Z","-854.9343554683592"
"2013-09-12T00:00:00Z","4489.983715950551"
"2013-09-13T00:00:00Z","3133.7234375325006"
"2013-09-14T00:00:00Z","315.3730173858903"
"2013-09-15T00:00:00Z","-1039.5842470093999"
"2013-09-16T00:00:00Z","-2194.1381055522097"
"2013-09-17T00:00:00Z","1102.5751330372004"
"2013-09-18T00:00:00Z","10334.619144020828"
"2013-09-19T00:00:00Z","1860.5749744818504"
"2013-09-20T00:00:00Z","-2280.3183147725504"
"2013-09-21T00:00:00Z","-110.70892912990985"
"2013-09-22T00:00:00Z","-516.7258866986499"
"2013-09-23T00:00:00Z","1834.0898015046696"
"2013-09-24T00:00:00Z","1638.4622818479002"
"2013-09-25T00:00:00Z","-1570.7778328733111"
"2013-09-26T00:00:00Z","1556.68256317531"
"2013-09-27T00:00:00Z","-4871.493120212999"
"2013-09-28T00:00:00Z","70.72427463240092"
"2013-09-29T00:00:00Z","830.4805008082794"
"2013-09-30T00:00:00Z","-3914.7475205887786"
"2013-10-01T00:00:00Z","20769.631263070005"
"2013-10-02T00:00:00Z","-3743.1076156604977"
"2013-10-03T00:00:00Z","177.38385930360164"
"2013-10-04T00:00:00Z","3433.2667722115984"
"2013-10-05T00:00:00Z","-1836.32495130683"
"2013-10-06T00:00:00Z","2336.164933620459"
"2013-10-07T00:00:00Z","3333.55040088646"
"2013-10-08T00:00:00Z","481.3431806302997"
"2013-10-09T00:00:00Z","5504.118722084899"
"2013-10-10T00:00:00Z","-2241.104840882401"
"2013-10-11T00:00:00Z","1678.1668192038496"
"2013-10-12T00:00:00Z","868.7407535046987"
"2013-10-13T00:00:00Z","2127.4084173178"
"2013-10-14T00:00:00Z","18881.1332988024"
"2013-10-15T00:00:00Z","-2708.7067908306617"
"2013-10-16T00:00:00Z","1832.5648063688022"
"2013-10-17T00:00:00Z","1970.0413054401997"
"2013-10-18T00:00:00Z","2357.2665187427992"
"2013-10-19T00:00:00Z","5116.209502584601"
"2013-10-20T00:00:00Z","6939.353858057761"
"2013-10-21T00:00:00Z","1656.113329170199"
"2013-10-22T00:00:00Z","14632.228046681197"
"2013-10-23T00:00:00Z","-4128.284934195699"
"2013-10-24T00:00:00Z","-5064.505866834599"
"2013-10-25T00:00:00Z","9023.353227919872"
"2013-10-26T00:00:00Z","4850.203557079781"
"2013-10-27T00:00:00Z","1730.5425503481902"
"2013-10-28T00:00:00Z","-582.1414287823509"
"2013-10-29T00:00:00Z","-1783.4867879885987"
"2013-10-30T00:00:00Z","9713.3610086667"
"2013-10-31T00:00:00Z","-2541.9755706347005"
"2013-11-01T00:00:00Z","3086.40100566209"
"2013-11-02T00:00:00Z","1271.0674726392995"
"2013-11-03T00:00:00Z","-212.57197491440002"
"2013-11-04T00:00:00Z","77133.42426513591"
"2013-11-05T00:00:00Z","-799.5427688579002"
"2013-11-06T00:00:00Z","1703.327919087198"
"2013-11-07T00:00:00Z","534.733332279"
"2013-11-08T00:00:00Z","7840.9210425007"
"2013-11-09T00:00:00Z","4650.010475454601"
"2013-11-10T00:00:00Z","7654.213219056799"
"2013-11-11T00:00:00Z","-4014.235851879601"
"2013-11-12T00:00:00Z","-6441.5713476651"
"2013-11-13T00:00:00Z","-9589.006613324404"
"2013-11-14T00:00:00Z","1986.6542551580023"
"2013-11-15T00:00:00Z","-880.2842072657004"
"2013-11-16T00:00:00Z","4411.462343450001"
"2013-11-17T00:00:00Z","4948.538484492501"
"2013-11-18T00:00:00Z","-5944.6548670017"
"2013-11-19T00:00:00Z","7185.191533785997"
"2013-11-20T00:00:00Z","-11257.8110707073"
"2013-11-21T00:00:00Z","-3806.3058281830017"
"2013-11-22T00:00:00Z","-9653.080329089502"
"2013-11-23T00:00:00Z","19150.0026424326"
"2013-11-24T00:00:00Z","1787.3142918888007"
"2013-11-25T00:00:00Z","3564.795622899601"
"2013-11-26T00:00:00Z","54723.3761831353"
"2013-11-27T00:00:00Z","3084.2356007812996"
"2013-11-28T00:00:00Z","-6947.815489389897"
"2013-11-29T00:00:00Z","-3705.1744524926035"
"2013-11-30T00:00:00Z","-3243.692024084299"
"2013-12-01T00:00:00Z","9316.101419889299"
"2013-12-02T00:00:00Z","-2172.8986451277997"
"2013-12-03T00:00:00Z","-2426.6640556410493"
"2013-12-04T00:00:00Z","-13999.498277506202"
"2013-12-05T00:00:00Z","8559.785241184702"
"2013-12-06T00:00:00Z","-2549.2324254207997"
"2013-12-07T00:00:00Z","3727.2679458396015"
"2013-12-08T00:00:00Z","7262.256868370629"
"2013-12-09T00:00:00Z","-2341.2420666329"
"2013-12-10T00:00:00Z","256.5110690456986"
"2013-12-11T00:00:00Z","574.7236138118697"
"2013-12-12T00:00:00Z","-1214.8126836192187"
"2013-12-13T00:00:00Z","1493.0578686914905"
"2013-12-14T00:00:00Z","-4477.844685898151"
"2013-12-15T00:00:00Z","172.23915486079022"
"2013-12-16T00:00:00Z","7435.673025973601"
"2013-12-17T00:00:00Z","10009.3314057225"
"2013-12-18T00:00:00Z","18666.991216630897"
"2013-12-19T00:00:00Z","5465.870436985399"
"2013-12-20T00:00:00Z","7040.2865009959005"
"2013-12-21T00:00:00Z","-163.60385908009994"
"2013-12-22T00:00:00Z","-16598.241458906497"
"2013-12-23T00:00:00Z","-10039.786364911703"
"2013-12-24T00:00:00Z","-17253.0110255512"
"2013-12-25T00:00:00Z","-9942.7890397884"
"2013-12-26T00:00:00Z","853.5374865219001"
"2013-12-27T00:00:00Z","-128.0824775006986"
"2013-12-28T00:00:00Z","383.8269122461297"
"2013-12-29T00:00:00Z","1274.5951318472999"
"2013-12-30T00:00:00Z","-2408.3418324938993"
"2013-12-31T00:00:00Z","447.8287627722202"
"2014-01-01T00:00:00Z","918.6411281293595"
"2014-01-02T00:00:00Z","1685.3707355735596"
"2014-01-03T00:00:00Z","2776.2128002857007"
"2014-01-04T00:00:00Z","-1258.7652841468607"
"2014-01-05T00:00:00Z","-10472.180183734301"
"2014-01-06T00:00:00Z","8229.80420140714"
"2014-01-07T00:00:00Z","-961.9032031826009"
"2014-01-08T00:00:00Z","5228.901583135401"
"2014-01-09T00:00:00Z","-2714.95197579494"
"2014-01-10T00:00:00Z","-767.6903470728594"
"2014-01-11T00:00:00Z","1356.8819379078004"
"2014-01-12T00:00:00Z","924.85071345903"
"2014-01-13T00:00:00Z","3326.5941444551027"
"2014-01-14T00:00:00Z","-1058.8620307798592"
"2014-01-15T00:00:00Z","-1239.9496334650394"
"2014-01-16T00:00:00Z","-790.8869096426306"
"2014-01-17T00:00:00Z","991.5023029875301"
"2014-01-18T00:00:00Z","1289.1149569969002"
"2014-01-19T00:00:00Z","-1628.70915025867"
"2014-01-20T00:00:00Z","-436.36035206860106"
"2014-01-21T00:00:00Z","-2099.866774714599"
"2014-01-22T00:00:00Z","273.88280497295"
"2014-01-23T00:00:00Z","3198.8329698860507"
"2014-01-24T00:00:00Z","4307.5788411713"
"2014-01-25T00:00:00Z","635.92163921672"
"2014-01-26T00:00:00Z","-546.2166351801006"
"2014-01-27T00:00:00Z","474.3807140411991"
"2014-01-28T00:00:00Z","3159.4993617228993"
"2014-01-29T00:00:00Z","-2454.84391547613"
"2014-01-30T00:00:00Z","1489.2534150248403"
"2014-01-31T00:00:00Z","1046.942516454401"
"2014-02-01T00:00:00Z","2533.30233362207"
"2014-02-02T00:00:00Z","-1886.76628959374"
"2014-02-03T00:00:00Z","-22.319794379510313"
"2014-02-04T00:00:00Z","653.9227436195806"
"2014-02-05T00:00:00Z","-2228.5965220620396"
"2014-02-06T00:00:00Z","526.9410579793803"
"2014-02-07T00:00:00Z","7209.854642150596"
"2014-02-08T00:00:00Z","48.6217395006006"
"2014-02-09T00:00:00Z","-476.98508407431837"
"2014-02-10T00:00:00Z","2076.7113125658034"
"2014-02-11T00:00:00Z","8245.43520744564"
"2014-02-12T00:00:00Z","3218.5734702782293"
"2014-02-13T00:00:00Z","6854.937060550619"
"2014-02-14T00:00:00Z","4373.423012845398"
"2014-02-15T00:00:00Z","-8838.842205904099"
"2014-02-16T00:00:00Z","2680.8070240275993"
"2014-02-17T00:00:00Z","-3055.031369390601"
"2014-02-18T00:00:00Z","-35.15928737300055"
"2014-02-19T00:00:00Z","117.65243560104136"
"2014-02-20T00:00:00Z","-2944.737091254199"
"2014-02-21T00:00:00Z","-1372.4120078448996"
"2014-02-22T00:00:00Z","-2735.5767082442"
"2014-02-23T00:00:00Z","-396.85189387369974"
"2014-02-24T00:00:00Z","19029.4028687948"
"2014-02-25T00:00:00Z","35534.496252795994"
"2014-02-26T00:00:00Z","-5906.910572265202"
"2014-02-27T00:00:00Z","-2451.4381272809005"
"2014-02-28T00:00:00Z","20.651662533300623"
"2014-03-01T00:00:00Z","84.32281864666038"
"2014-03-02T00:00:00Z","-94.77182904754955"
"2014-03-03T00:00:00Z","-2384.177353544801"
"2014-03-04T00:00:00Z","-1942.5737382748994"
"2014-03-05T00:00:00Z","1548.9515257642997"
"2014-03-06T00:00:00Z","-8544.135920449498"
"2014-03-07T00:00:00Z","-30.218212611900526"
"2014-03-08T00:00:00Z","-574.9265367664011"
"2014-03-09T00:00:00Z","-4183.86192248042"
"2014-03-10T00:00:00Z","3002.240310574798"
"2014-03-11T00:00:00Z","142.78127138360014"
"2014-03-12T00:00:00Z","-6236.1949926501"
"2014-03-13T00:00:00Z","385.18553376120144"
"2014-03-14T00:00:00Z","3181.464222709741"
"2014-03-15T00:00:00Z","69.05536263558952"
"2014-03-16T00:00:00Z","-534.4852670376899"
"2014-03-17T00:00:00Z","2106.1376532550985"
"2014-03-18T00:00:00Z","-4130.801515823499"
"2014-03-19T00:00:00Z","-10812.70227801899"
"2014-03-20T00:00:00Z","1492.9239278194"
"2014-03-21T00:00:00Z","1318.678710529599"
"2014-03-22T00:00:00Z","-94.24162470962074"
"2014-03-23T00:00:00Z","-1939.4853577158601"
"2014-03-24T00:00:00Z","1658.7224727286994"
"2014-03-25T00:00:00Z","152.17980420809909"
"2014-03-26T00:00:00Z","45.92514079729881"
"2014-03-27T00:00:00Z","4909.069600527597"
"2014-03-28T00:00:00Z","-1585.8375538788023"
"2014-03-29T00:00:00Z","3626.2922585003"
"2014-03-30T00:00:00Z","4375.7537127451"
"2014-03-31T00:00:00Z","18186.6775098522"
"2014-04-01T00:00:00Z","5558.534060545502"
"2014-04-02T00:00:00Z","-1271.5928526013995"
"2014-04-03T00:00:00Z","2703.325953784897"
"2014-04-04T00:00:00Z","-362.61685330940236"
"2014-04-05T00:00:00Z","-6855.899244377"
"2014-04-06T00:00:00Z","-2096.9936579469995"
"2014-04-07T00:00:00Z","1247.4938131276303"
"2014-04-08T00:00:00Z","26.243992149450605"
"2014-04-09T00:00:00Z","36.68898759180047"
"2014-04-10T00:00:00Z","15799.839207661302"
"2014-04-11T00:00:00Z","-1624.2766962398018"
"2014-04-12T00:00:00Z","643.7523668331196"
"2014-04-13T00:00:00Z","1591.2454608685402"
"2014-04-14T00:00:00Z","1182.8131301002995"
"2014-04-15T00:00:00Z","382.35338408979806"
"2014-04-16T00:00:00Z","612.6401119489001"
"2014-04-17T00:00:00Z","-6319.016994553698"
"2014-04-18T00:00:00Z","-2097.459620387899"
"2014-04-19T00:00:00Z","-77.62688749408971"
"2014-04-20T00:00:00Z","-177.7289919090199"
"2014-04-21T00:00:00Z","-290.2142579365991"
"2014-04-22T00:00:00Z","-6798.9857384608"
"2014-04-23T00:00:00Z","747.7842216510999"
"2014-04-24T00:00:00Z","708.9036180382991"
"2014-04-25T00:00:00Z","2555.0071449614006"
"2014-04-26T00:00:00Z","1231.8803077465"
"2014-04-27T00:00:00Z","1204.8799111567005"
"2014-04-28T00:00:00Z","-4074.9546124266017"
"2014-04-29T00:00:00Z","-265.14703020489833"
"2014-04-30T00:00:00Z","867.9554082051909"
"2014-05-01T00:00:00Z","-304.5191307082987"
"2014-05-02T00:00:00Z","-7522.40415238167"
"2014-05-03T00:00:00Z","5247.306344704411"
"2014-05-04T00:00:00Z","1503.8957905122297"
"2014-05-05T00:00:00Z","5744.531638662631"
"2014-05-06T00:00:00Z","-1117.7108915832796"
"2014-05-07T00:00:00Z","-3510.7141884372995"
"2014-05-08T00:00:00Z","-3865.3197560473"
"2014-05-09T00:00:00Z","2511.85148876144"
"2014-05-10T00:00:00Z","957.25382934138"
"2014-05-11T00:00:00Z","-2509.669271331899"
"2014-05-12T00:00:00Z","12886.87589679563"
"2014-05-13T00:00:00Z","-2986.4358975713894"
"2014-05-14T00:00:00Z","-4400.550464340402"
"2014-05-15T00:00:00Z","5175.195483752601"
"2014-05-16T00:00:00Z","1188.2622849977997"
"2014-05-17T00:00:00Z","30.281198781060084"
"2014-05-18T00:00:00Z","-245.79270892353998"
"2014-05-19T00:00:00Z","-2144.7555649277"
"2014-05-20T00:00:00Z","3129.099997152003"
"2014-05-21T00:00:00Z","4466.673177060541"
"2014-05-22T00:00:00Z","3487.7684644246"
"2014-05-23T00:00:00Z","-1111.1123344022017"
"2014-05-24T00:00:00Z","-1626.5988947956903"
"2014-05-25T00:00:00Z","3326.351970628799"
"2014-05-26T00:00:00Z","2369.5182399812"
"2014-05-27T00:00:00Z","345.48729294180157"
"2014-05-28T00:00:00Z","4107.371847679899"
"2014-05-29T00:00:00Z","518.0493749190991"
"2014-05-30T00:00:00Z","2370.061894052298"
"2014-05-31T00:00:00Z","-2424.1813893763992"
"2014-06-01T00:00:00Z","-2911.358271524201"
"2014-06-02T00:00:00Z","1453.426351621798"
"2014-06-03T00:00:00Z","1502.824178749599"
"2014-06-04T00:00:00Z","-1141.7257948839979"
"2014-06-05T00:00:00Z","2767.421809866697"
"2014-06-06T00:00:00Z","9.259798926999792"
"2014-06-07T00:00:00Z","-1210.7418719508987"
"2014-06-08T00:00:00Z","1909.2853752002593"
"2014-06-09T00:00:00Z","-800.4309242902"
"2014-06-10T00:00:00Z","1961.6240229905998"
"2014-06-11T00:00:00Z","1428.4667539352595"
"2014-06-12T00:00:00Z","1107.9584520795033"
"2014-06-13T00:00:00Z","1658.847108746002"
"2014-06-14T00:00:00Z","-105.14892270990094"
"2014-06-15T00:00:00Z","-256.8415680859398"
"2014-06-16T00:00:00Z","5122.521189142302"
"2014-06-17T00:00:00Z","860.5743925780007"
"2014-06-18T00:00:00Z","-812.4275335401999"
"2014-06-19T00:00:00Z","1443.2626705092707"
"2014-06-20T00:00:00Z","-568.5679956161093"
"2014-06-21T00:00:00Z","323.75601752835973"
"2014-06-22T00:00:00Z","648.7997970425595"
"2014-06-23T00:00:00Z","-7470.832337549"
"2014-06-24T00:00:00Z","4515.21580124232"
"2014-06-25T00:00:00Z","5163.316725050021"
"2014-06-26T00:00:00Z","-932.0028815793212"
"2014-06-27T00:00:00Z","1953.5868986138094"
"2014-06-28T00:00:00Z","-483.79379696669"
"2014-06-29T00:00:00Z","1279.26599362872"
"2014-06-30T00:00:00Z","4189.640388340802"
"2014-07-01T00:00:00Z","3774.456607952703"
"2014-07-02T00:00:00Z","442.4466308186984"
"2014-07-03T00:00:00Z","-18731.1427433366"
"2014-07-04T00:00:00Z","4121.885461503591"
"2014-07-05T00:00:00Z","1536.18102280321"
"2014-07-06T00:00:00Z","-315.2882755904802"
"2014-07-07T00:00:00Z","-18108.9671999636"
"2014-07-08T00:00:00Z","1069.05268212598"
"2014-07-09T00:00:00Z","1507.2029197614402"
"2014-07-10T00:00:00Z","-950.3155753857009"
"2014-07-11T00:00:00Z","1119.6546862025489"
"2014-07-12T00:00:00Z","4492.443893196902"
"2014-07-13T00:00:00Z","4328.000317456289"
"2014-07-14T00:00:00Z","-351.00220039709893"
"2014-07-15T00:00:00Z","147.1710231356792"
"2014-07-16T00:00:00Z","6049.6207366084"
"2014-07-17T00:00:00Z","-757.0336981464388"
"2014-07-18T00:00:00Z","1996.6204844069216"
"2014-07-19T00:00:00Z","-1469.0080607436394"
"2014-07-20T00:00:00Z","-174.2415623079005"
"2014-07-21T00:00:00Z","664.2328103697109"
"2014-07-22T00:00:00Z","-716.2671085151997"
"2014-07-23T00:00:00Z","1201.377851331159"
"2014-07-24T00:00:00Z","1513.4649531217"
"2014-07-25T00:00:00Z","-1174.2570049997012"
"2014-07-26T00:00:00Z","2359.488809425111"
"2014-07-27T00:00:00Z","-316.44186925829945"
"2014-07-28T00:00:00Z","309.4518999953998"
"2014-07-29T00:00:00Z","1588.232241540859"
"2014-07-30T00:00:00Z","1885.1132353826397"
"2014-07-31T00:00:00Z","379.89813053979924"
"2014-08-01T00:00:00Z","2148.3025319459994"
"2014-08-02T00:00:00Z","531.9238978756002"
"2014-08-03T00:00:00Z","-1526.96094664696"
"2014-08-04T00:00:00Z","597.1556739754014"
"2014-08-05T00:00:00Z","-1450.5675480952996"
"2014-08-06T00:00:00Z","3059.9274972434996"
"2014-08-07T00:00:00Z","-480.0572774100292"
"2014-08-08T00:00:00Z","-1113.3705304965588"
"2014-08-09T00:00:00Z","839.2924969813303"
"2014-08-10T00:00:00Z","881.2400475431496"
"2014-08-11T00:00:00Z","-1007.873295642401"
"2014-08-12T00:00:00Z","2466.622627938401"
"2014-08-13T00:00:00Z","1485.5378714383005"
"2014-08-14T00:00:00Z","9909.334438420803"
"2014-08-15T00:00:00Z","170.24927475770164"
"2014-08-16T00:00:00Z","-7405.112293951897"
"2014-08-17T00:00:00Z","8376.912841641599"
"2014-08-18T00:00:00Z","7830.597496269504"
"2014-08-19T00:00:00Z","4777.577732792099"
"2014-08-20T00:00:00Z","-12290.4144400279"
"2014-08-21T00:00:00Z","926.9819470161983"
"2014-08-22T00:00:00Z","-2062.6884829098017"
"2014-08-23T00:00:00Z","1001.7433628978597"
"2014-08-24T00:00:00Z","570.2324338221088"
"2014-08-25T00:00:00Z","5373.3995647007"
"2014-08-26T00:00:00Z","11005.31427112"
"2014-08-27T00:00:00Z","-717.1936275693006"
"2014-08-28T00:00:00Z","-1409.778018465"
"2014-08-29T00:00:00Z","1860.485682418299"
"2014-08-30T00:00:00Z","3286.0248857904407"
"2014-08-31T00:00:00Z","1821.7453265968998"
"2014-09-01T00:00:00Z","-997.6572653889016"
"2014-09-02T00:00:00Z","1647.4522714088998"
"2014-09-03T00:00:00Z","160.9928469095994"
"2014-09-04T00:00:00Z","2409.5547791916015"
"2014-09-05T00:00:00Z","1160.49266676342"
"2014-09-06T00:00:00Z","4133.95774573878"
"2014-09-07T00:00:00Z","-681.6563166610104"
"2014-09-08T00:00:00Z","38.30044273850035"
"2014-09-09T00:00:00Z","-727.3723145295007"
"2014-09-10T00:00:00Z","4315.4216063267995"
"2014-09-11T00:00:00Z","-216.67983623500004"
"2014-09-12T00:00:00Z","3551.7520520974995"
