Date_Key,Currency_Code,Fact,Fact_Type,Source
29/6/13,AED,544,Volume,coin-dance-localbitcoins
6/7/13,AED,,Volume,coin-dance-localbitcoins
13/7/13,AED,,Volume,coin-dance-localbitcoins
20/7/13,AED,,Volume,coin-dance-localbitcoins
27/7/13,AED,,Volume,coin-dance-localbitcoins
3/8/13,AED,,Volume,coin-dance-localbitcoins
10/8/13,AED,,Volume,coin-dance-localbitcoins
17/8/13,AED,,Volume,coin-dance-localbitcoins
24/8/13,AED,,Volume,coin-dance-localbitcoins
31/8/13,AED,2215,Volume,coin-dance-localbitcoins
7/9/13,AED,,Volume,coin-dance-localbitcoins
14/9/13,AED,,Volume,coin-dance-localbitcoins
21/9/13,AED,479,Volume,coin-dance-localbitcoins
28/9/13,AED,2650,Volume,coin-dance-localbitcoins
5/10/13,AED,,Volume,coin-dance-localbitcoins
12/10/13,AED,,Volume,coin-dance-localbitcoins
19/10/13,AED,,Volume,coin-dance-localbitcoins
26/10/13,AED,,Volume,coin-dance-localbitcoins
2/11/13,AED,,Volume,coin-dance-localbitcoins
8/11/13,AED,,Volume,coin-dance-localbitcoins
9/11/13,AED,1493,Volume,coin-dance-localbitcoins
16/11/13,AED,,Volume,coin-dance-localbitcoins
23/11/13,AED,,Volume,coin-dance-localbitcoins
30/11/13,AED,,Volume,coin-dance-localbitcoins
7/12/13,AED,,Volume,coin-dance-localbitcoins
14/12/13,AED,65986,Volume,coin-dance-localbitcoins
21/12/13,AED,3078,Volume,coin-dance-localbitcoins
28/12/13,AED,17133,Volume,coin-dance-localbitcoins
4/1/14,AED,1009,Volume,coin-dance-localbitcoins
11/1/14,AED,27257,Volume,coin-dance-localbitcoins
18/1/14,AED,109056,Volume,coin-dance-localbitcoins
25/1/14,AED,31712,Volume,coin-dance-localbitcoins
1/2/14,AED,34614,Volume,coin-dance-localbitcoins
8/2/14,AED,21238,Volume,coin-dance-localbitcoins
15/2/14,AED,28010,Volume,coin-dance-localbitcoins
22/2/14,AED,32693,Volume,coin-dance-localbitcoins
1/3/14,AED,,Volume,coin-dance-localbitcoins
8/3/14,AED,19845,Volume,coin-dance-localbitcoins
15/3/14,AED,5103,Volume,coin-dance-localbitcoins
22/3/14,AED,21540,Volume,coin-dance-localbitcoins
29/3/14,AED,19254,Volume,coin-dance-localbitcoins
5/4/14,AED,4937,Volume,coin-dance-localbitcoins
12/4/14,AED,5521,Volume,coin-dance-localbitcoins
19/4/14,AED,,Volume,coin-dance-localbitcoins
26/4/14,AED,,Volume,coin-dance-localbitcoins
3/5/14,AED,807,Volume,coin-dance-localbitcoins
10/5/14,AED,6137,Volume,coin-dance-localbitcoins
17/5/14,AED,19493,Volume,coin-dance-localbitcoins
24/5/14,AED,30046,Volume,coin-dance-localbitcoins
31/5/14,AED,12718,Volume,coin-dance-localbitcoins
7/6/14,AED,22960,Volume,coin-dance-localbitcoins
14/6/14,AED,37343,Volume,coin-dance-localbitcoins
21/6/14,AED,990,Volume,coin-dance-localbitcoins
28/6/14,AED,2507,Volume,coin-dance-localbitcoins
5/7/14,AED,24438,Volume,coin-dance-localbitcoins
12/7/14,AED,2986,Volume,coin-dance-localbitcoins
19/7/14,AED,2421,Volume,coin-dance-localbitcoins
26/7/14,AED,28559,Volume,coin-dance-localbitcoins
2/8/14,AED,25945,Volume,coin-dance-localbitcoins
9/8/14,AED,47775,Volume,coin-dance-localbitcoins
16/8/14,AED,43267,Volume,coin-dance-localbitcoins
23/8/14,AED,15930,Volume,coin-dance-localbitcoins
30/8/14,AED,37827,Volume,coin-dance-localbitcoins
6/9/14,AED,31059,Volume,coin-dance-localbitcoins
13/9/14,AED,19079,Volume,coin-dance-localbitcoins
20/9/14,AED,22975,Volume,coin-dance-localbitcoins
27/9/14,AED,31457,Volume,coin-dance-localbitcoins
4/10/14,AED,18879,Volume,coin-dance-localbitcoins
11/10/14,AED,49078,Volume,coin-dance-localbitcoins
18/10/14,AED,30762,Volume,coin-dance-localbitcoins
25/10/14,AED,26081,Volume,coin-dance-localbitcoins
1/11/14,AED,53597,Volume,coin-dance-localbitcoins
8/11/14,AED,14931,Volume,coin-dance-localbitcoins
15/11/14,AED,21959,Volume,coin-dance-localbitcoins
22/11/14,AED,3572,Volume,coin-dance-localbitcoins
29/11/14,AED,7068,Volume,coin-dance-localbitcoins
6/12/14,AED,12415,Volume,coin-dance-localbitcoins
13/12/14,AED,5233,Volume,coin-dance-localbitcoins
20/12/14,AED,3121,Volume,coin-dance-localbitcoins
27/12/14,AED,4004,Volume,coin-dance-localbitcoins
3/1/15,AED,11655,Volume,coin-dance-localbitcoins
10/1/15,AED,11521,Volume,coin-dance-localbitcoins
17/1/15,AED,24277,Volume,coin-dance-localbitcoins
24/1/15,AED,62453,Volume,coin-dance-localbitcoins
31/1/15,AED,30463,Volume,coin-dance-localbitcoins
7/2/15,AED,29986,Volume,coin-dance-localbitcoins
14/2/15,AED,18064,Volume,coin-dance-localbitcoins
21/2/15,AED,11541,Volume,coin-dance-localbitcoins
28/2/15,AED,11512,Volume,coin-dance-localbitcoins
7/3/15,AED,25562,Volume,coin-dance-localbitcoins
14/3/15,AED,11980,Volume,coin-dance-localbitcoins
21/3/15,AED,3804,Volume,coin-dance-localbitcoins
28/3/15,AED,9577,Volume,coin-dance-localbitcoins
4/4/15,AED,10595,Volume,coin-dance-localbitcoins
11/4/15,AED,18604,Volume,coin-dance-localbitcoins
18/4/15,AED,11905,Volume,coin-dance-localbitcoins
25/4/15,AED,12981,Volume,coin-dance-localbitcoins
2/5/15,AED,6217,Volume,coin-dance-localbitcoins
9/5/15,AED,7500,Volume,coin-dance-localbitcoins
16/5/15,AED,5773,Volume,coin-dance-localbitcoins
23/5/15,AED,3871,Volume,coin-dance-localbitcoins
30/5/15,AED,4490,Volume,coin-dance-localbitcoins
6/6/15,AED,13143,Volume,coin-dance-localbitcoins
13/6/15,AED,5461,Volume,coin-dance-localbitcoins
20/6/15,AED,2260,Volume,coin-dance-localbitcoins
27/6/15,AED,3015,Volume,coin-dance-localbitcoins
4/7/15,AED,3189,Volume,coin-dance-localbitcoins
11/7/15,AED,13521,Volume,coin-dance-localbitcoins
18/7/15,AED,40009,Volume,coin-dance-localbitcoins
25/7/15,AED,34833,Volume,coin-dance-localbitcoins
1/8/15,AED,62196,Volume,coin-dance-localbitcoins
8/8/15,AED,34266,Volume,coin-dance-localbitcoins
15/8/15,AED,26050,Volume,coin-dance-localbitcoins
22/8/15,AED,60117,Volume,coin-dance-localbitcoins
29/8/15,AED,39860,Volume,coin-dance-localbitcoins
5/9/15,AED,11117,Volume,coin-dance-localbitcoins
12/9/15,AED,22116,Volume,coin-dance-localbitcoins
19/9/15,AED,10903,Volume,coin-dance-localbitcoins
26/9/15,AED,16743,Volume,coin-dance-localbitcoins
3/10/15,AED,5298,Volume,coin-dance-localbitcoins
10/10/15,AED,1606,Volume,coin-dance-localbitcoins
17/10/15,AED,6352,Volume,coin-dance-localbitcoins
24/10/15,AED,13971,Volume,coin-dance-localbitcoins
31/10/15,AED,82985,Volume,coin-dance-localbitcoins
7/11/15,AED,29638,Volume,coin-dance-localbitcoins
14/11/15,AED,64212,Volume,coin-dance-localbitcoins
21/11/15,AED,109463,Volume,coin-dance-localbitcoins
28/11/15,AED,214085,Volume,coin-dance-localbitcoins
5/12/15,AED,78414,Volume,coin-dance-localbitcoins
12/12/15,AED,35149,Volume,coin-dance-localbitcoins
19/12/15,AED,38139,Volume,coin-dance-localbitcoins
26/12/15,AED,33221,Volume,coin-dance-localbitcoins
2/1/16,AED,28673,Volume,coin-dance-localbitcoins
9/1/16,AED,28266,Volume,coin-dance-localbitcoins
16/1/16,AED,104898,Volume,coin-dance-localbitcoins
23/1/16,AED,15170,Volume,coin-dance-localbitcoins
30/1/16,AED,41297,Volume,coin-dance-localbitcoins
6/2/16,AED,25474,Volume,coin-dance-localbitcoins
13/2/16,AED,65645,Volume,coin-dance-localbitcoins
20/2/16,AED,92812,Volume,coin-dance-localbitcoins
27/2/16,AED,157716,Volume,coin-dance-localbitcoins
5/3/16,AED,62754,Volume,coin-dance-localbitcoins
12/3/16,AED,78113,Volume,coin-dance-localbitcoins
19/3/16,AED,60005,Volume,coin-dance-localbitcoins
26/3/16,AED,48703,Volume,coin-dance-localbitcoins
2/4/16,AED,537545,Volume,coin-dance-localbitcoins
9/4/16,AED,863158,Volume,coin-dance-localbitcoins
16/4/16,AED,67974,Volume,coin-dance-localbitcoins
23/4/16,AED,76490,Volume,coin-dance-localbitcoins
30/4/16,AED,218560,Volume,coin-dance-localbitcoins
7/5/16,AED,125394,Volume,coin-dance-localbitcoins
14/5/16,AED,152642,Volume,coin-dance-localbitcoins
21/5/16,AED,126433,Volume,coin-dance-localbitcoins
28/5/16,AED,196548,Volume,coin-dance-localbitcoins
4/6/16,AED,527713,Volume,coin-dance-localbitcoins
11/6/16,AED,514686,Volume,coin-dance-localbitcoins
18/6/16,AED,503939,Volume,coin-dance-localbitcoins
25/6/16,AED,67283,Volume,coin-dance-localbitcoins
2/7/16,AED,157032,Volume,coin-dance-localbitcoins
9/7/16,AED,52849,Volume,coin-dance-localbitcoins
16/7/16,AED,66717,Volume,coin-dance-localbitcoins
23/7/16,AED,120500,Volume,coin-dance-localbitcoins
30/7/16,AED,204053,Volume,coin-dance-localbitcoins
6/8/16,AED,170771,Volume,coin-dance-localbitcoins
13/8/16,AED,70078,Volume,coin-dance-localbitcoins
20/8/16,AED,73033,Volume,coin-dance-localbitcoins
27/8/16,AED,70917,Volume,coin-dance-localbitcoins
3/9/16,AED,88448,Volume,coin-dance-localbitcoins
10/9/16,AED,106888,Volume,coin-dance-localbitcoins
17/9/16,AED,196224,Volume,coin-dance-localbitcoins
24/9/16,AED,141420,Volume,coin-dance-localbitcoins
1/10/16,AED,87945,Volume,coin-dance-localbitcoins
8/10/16,AED,232744,Volume,coin-dance-localbitcoins
15/10/16,AED,53598,Volume,coin-dance-localbitcoins
22/10/16,AED,127005,Volume,coin-dance-localbitcoins
29/10/16,AED,69974,Volume,coin-dance-localbitcoins
5/11/16,AED,87942,Volume,coin-dance-localbitcoins
12/11/16,AED,142148,Volume,coin-dance-localbitcoins
19/11/16,AED,143344,Volume,coin-dance-localbitcoins
26/11/16,AED,152153,Volume,coin-dance-localbitcoins
3/12/16,AED,335841,Volume,coin-dance-localbitcoins
10/12/16,AED,181129,Volume,coin-dance-localbitcoins
17/12/16,AED,159013,Volume,coin-dance-localbitcoins
24/12/16,AED,188457,Volume,coin-dance-localbitcoins
31/12/16,AED,114047,Volume,coin-dance-localbitcoins
7/1/17,AED,162532,Volume,coin-dance-localbitcoins
14/1/17,AED,123483,Volume,coin-dance-localbitcoins
21/1/17,AED,140186,Volume,coin-dance-localbitcoins
28/1/17,AED,120907,Volume,coin-dance-localbitcoins
4/2/17,AED,152137,Volume,coin-dance-localbitcoins
11/2/17,AED,196250,Volume,coin-dance-localbitcoins
18/2/17,AED,142184,Volume,coin-dance-localbitcoins
25/2/17,AED,70616,Volume,coin-dance-localbitcoins
4/3/17,AED,228471,Volume,coin-dance-localbitcoins
11/3/17,AED,157781,Volume,coin-dance-localbitcoins
18/3/17,AED,157993,Volume,coin-dance-localbitcoins
25/3/17,AED,77264,Volume,coin-dance-localbitcoins
1/4/17,AED,257712,Volume,coin-dance-localbitcoins
8/4/17,AED,204349,Volume,coin-dance-localbitcoins
15/4/17,AED,130549,Volume,coin-dance-localbitcoins
22/4/17,AED,332907,Volume,coin-dance-localbitcoins
29/4/17,AED,406361,Volume,coin-dance-localbitcoins
6/5/17,AED,260740,Volume,coin-dance-localbitcoins
13/5/17,AED,295646,Volume,coin-dance-localbitcoins
20/5/17,AED,276220,Volume,coin-dance-localbitcoins
27/5/17,AED,234455,Volume,coin-dance-localbitcoins
3/6/17,AED,426836,Volume,coin-dance-localbitcoins
10/6/17,AED,442122,Volume,coin-dance-localbitcoins
17/6/17,AED,423385,Volume,coin-dance-localbitcoins
24/6/17,AED,530740,Volume,coin-dance-localbitcoins
1/7/17,AED,375748,Volume,coin-dance-localbitcoins
8/7/17,AED,242337,Volume,coin-dance-localbitcoins
15/7/17,AED,348100,Volume,coin-dance-localbitcoins
22/7/17,AED,405454,Volume,coin-dance-localbitcoins
29/7/17,AED,313733,Volume,coin-dance-localbitcoins
5/8/17,AED,334798,Volume,coin-dance-localbitcoins
12/8/17,AED,1018482,Volume,coin-dance-localbitcoins
19/8/17,AED,873743,Volume,coin-dance-localbitcoins
26/8/17,AED,521707,Volume,coin-dance-localbitcoins
2/9/17,AED,909761,Volume,coin-dance-localbitcoins
9/9/17,AED,1139237,Volume,coin-dance-localbitcoins
16/9/17,AED,1515121,Volume,coin-dance-localbitcoins
23/9/17,AED,923141,Volume,coin-dance-localbitcoins
30/9/17,AED,1253177,Volume,coin-dance-localbitcoins
7/10/17,AED,916304,Volume,coin-dance-localbitcoins
14/10/17,AED,2305367,Volume,coin-dance-localbitcoins
21/10/17,AED,1003958,Volume,coin-dance-localbitcoins
28/10/17,AED,960031,Volume,coin-dance-localbitcoins
4/11/17,AED,2971084,Volume,coin-dance-localbitcoins
11/11/17,AED,1300246,Volume,coin-dance-localbitcoins
18/11/17,AED,1553033,Volume,coin-dance-localbitcoins
25/11/17,AED,2097789,Volume,coin-dance-localbitcoins
2/12/17,AED,2047095,Volume,coin-dance-localbitcoins
9/12/17,AED,4183468,Volume,coin-dance-localbitcoins
16/12/17,AED,5606316,Volume,coin-dance-localbitcoins
23/12/17,AED,4361721,Volume,coin-dance-localbitcoins
30/12/17,AED,5066041,Volume,coin-dance-localbitcoins
6/1/18,AED,5932497,Volume,coin-dance-localbitcoins
13/1/18,AED,5948936,Volume,coin-dance-localbitcoins
20/1/18,AED,5269378,Volume,coin-dance-localbitcoins
27/1/18,AED,3588263,Volume,coin-dance-localbitcoins
3/2/18,AED,4002958,Volume,coin-dance-localbitcoins
10/2/18,AED,2817623,Volume,coin-dance-localbitcoins
17/2/18,AED,2806403,Volume,coin-dance-localbitcoins
24/2/18,AED,2317609,Volume,coin-dance-localbitcoins
3/3/18,AED,1684667,Volume,coin-dance-localbitcoins
10/3/18,AED,2243268,Volume,coin-dance-localbitcoins
17/3/18,AED,2497281,Volume,coin-dance-localbitcoins
24/3/18,AED,1937109,Volume,coin-dance-localbitcoins
31/3/18,AED,1513293,Volume,coin-dance-localbitcoins
7/4/18,AED,2373430,Volume,coin-dance-localbitcoins
14/4/18,AED,1683255,Volume,coin-dance-localbitcoins
21/4/18,AED,1423968,Volume,coin-dance-localbitcoins
28/4/18,AED,1968610,Volume,coin-dance-localbitcoins
5/5/18,AED,2087598,Volume,coin-dance-localbitcoins
12/5/18,AED,1921235,Volume,coin-dance-localbitcoins
19/5/18,AED,1260464,Volume,coin-dance-localbitcoins
26/5/18,AED,1979782,Volume,coin-dance-localbitcoins
2/6/18,AED,1339634,Volume,coin-dance-localbitcoins
9/6/18,AED,1662096,Volume,coin-dance-localbitcoins
16/6/18,AED,1595691,Volume,coin-dance-localbitcoins
23/6/18,AED,1346451,Volume,coin-dance-localbitcoins
30/6/18,AED,1065594,Volume,coin-dance-localbitcoins
7/7/18,AED,1569078,Volume,coin-dance-localbitcoins
14/7/18,AED,1105543,Volume,coin-dance-localbitcoins
21/7/18,AED,1232977,Volume,coin-dance-localbitcoins
28/7/18,AED,1383158,Volume,coin-dance-localbitcoins
4/8/18,AED,1307901,Volume,coin-dance-localbitcoins
11/8/18,AED,1517668,Volume,coin-dance-localbitcoins
18/8/18,AED,1065335,Volume,coin-dance-localbitcoins
25/8/18,AED,425551,Volume,coin-dance-localbitcoins
1/9/18,AED,849608,Volume,coin-dance-localbitcoins
8/9/18,AED,988170,Volume,coin-dance-localbitcoins
15/9/18,AED,1018540,Volume,coin-dance-localbitcoins
22/9/18,AED,1602184,Volume,coin-dance-localbitcoins
29/9/18,AED,1034130,Volume,coin-dance-localbitcoins
6/10/18,AED,1036955,Volume,coin-dance-localbitcoins
13/10/18,AED,1716707,Volume,coin-dance-localbitcoins
20/10/18,AED,899115,Volume,coin-dance-localbitcoins
27/10/18,AED,1071287,Volume,coin-dance-localbitcoins
3/11/18,AED,973427,Volume,coin-dance-localbitcoins
10/11/18,AED,1806506,Volume,coin-dance-localbitcoins
17/11/18,AED,746302,Volume,coin-dance-localbitcoins
24/11/18,AED,1294241,Volume,coin-dance-localbitcoins
1/12/18,AED,1051355,Volume,coin-dance-localbitcoins
8/12/18,AED,945377,Volume,coin-dance-localbitcoins
15/12/18,AED,1244750,Volume,coin-dance-localbitcoins
22/12/18,AED,1311621,Volume,coin-dance-localbitcoins
29/12/18,AED,1352970,Volume,coin-dance-localbitcoins
5/1/19,AED,1051741,Volume,coin-dance-localbitcoins
12/1/19,AED,641291,Volume,coin-dance-localbitcoins
19/1/19,AED,438298,Volume,coin-dance-localbitcoins
26/1/19,AED,637643,Volume,coin-dance-localbitcoins
2/2/19,AED,784497,Volume,coin-dance-localbitcoins
9/2/19,AED,826942,Volume,coin-dance-localbitcoins
16/2/19,AED,445130,Volume,coin-dance-localbitcoins
23/2/19,AED,756907,Volume,coin-dance-localbitcoins
2/3/19,AED,905474,Volume,coin-dance-localbitcoins
9/3/19,AED,907562,Volume,coin-dance-localbitcoins
16/3/19,AED,839190,Volume,coin-dance-localbitcoins
23/3/19,AED,1417670,Volume,coin-dance-localbitcoins
30/3/19,AED,1199317,Volume,coin-dance-localbitcoins
6/4/19,AED,1016807,Volume,coin-dance-localbitcoins
13/4/19,AED,764249,Volume,coin-dance-localbitcoins
20/4/19,AED,766467,Volume,coin-dance-localbitcoins
27/4/19,AED,649667,Volume,coin-dance-localbitcoins
4/5/19,AED,673838,Volume,coin-dance-localbitcoins
11/5/19,AED,801645,Volume,coin-dance-localbitcoins
18/5/19,AED,1401774,Volume,coin-dance-localbitcoins
25/5/19,AED,807685,Volume,coin-dance-localbitcoins
1/6/19,AED,1150087,Volume,coin-dance-localbitcoins
8/6/19,AED,457981,Volume,coin-dance-localbitcoins
15/6/19,AED,832109,Volume,coin-dance-localbitcoins
22/6/19,AED,1207426,Volume,coin-dance-localbitcoins
29/6/19,AED,1585246,Volume,coin-dance-localbitcoins
6/7/19,AED,1538409,Volume,coin-dance-localbitcoins
13/7/19,AED,995389,Volume,coin-dance-localbitcoins
20/7/19,AED,849583,Volume,coin-dance-localbitcoins
27/7/19,AED,602410,Volume,coin-dance-localbitcoins
3/8/19,AED,914360,Volume,coin-dance-localbitcoins
10/8/19,AED,1200632,Volume,coin-dance-localbitcoins
17/8/19,AED,594288,Volume,coin-dance-localbitcoins
24/8/19,AED,830524,Volume,coin-dance-localbitcoins
31/8/19,AED,1224048,Volume,coin-dance-localbitcoins
7/9/19,AED,811950,Volume,coin-dance-localbitcoins
14/9/19,AED,841453,Volume,coin-dance-localbitcoins
21/9/19,AED,883707,Volume,coin-dance-localbitcoins
28/9/19,AED,912329,Volume,coin-dance-localbitcoins
5/10/19,AED,671581,Volume,coin-dance-localbitcoins
12/10/19,AED,820264,Volume,coin-dance-localbitcoins
19/10/19,AED,634944,Volume,coin-dance-localbitcoins
26/10/19,AED,487967,Volume,coin-dance-localbitcoins
2/11/19,AED,786891,Volume,coin-dance-localbitcoins
9/11/19,AED,530057,Volume,coin-dance-localbitcoins
16/11/19,AED,168871,Volume,coin-dance-localbitcoins
23/11/19,AED,274720,Volume,coin-dance-localbitcoins
30/11/19,AED,400790,Volume,coin-dance-localbitcoins
7/12/19,AED,500400,Volume,coin-dance-localbitcoins
14/12/19,AED,288126,Volume,coin-dance-localbitcoins
21/12/19,AED,419402,Volume,coin-dance-localbitcoins
28/12/19,AED,409953,Volume,coin-dance-localbitcoins
4/1/20,AED,352111,Volume,coin-dance-localbitcoins
11/1/20,AED,254256,Volume,coin-dance-localbitcoins
18/1/20,AED,375023,Volume,coin-dance-localbitcoins
25/1/20,AED,407993,Volume,coin-dance-localbitcoins
1/2/20,AED,235011,Volume,coin-dance-localbitcoins
8/2/20,AED,433330,Volume,coin-dance-localbitcoins
15/2/20,AED,706249,Volume,coin-dance-localbitcoins
22/2/20,AED,423749,Volume,coin-dance-localbitcoins
29/2/20,AED,352707,Volume,coin-dance-localbitcoins
7/3/20,AED,407296,Volume,coin-dance-localbitcoins
14/3/20,AED,528694,Volume,coin-dance-localbitcoins
21/3/20,AED,203428,Volume,coin-dance-localbitcoins
28/3/20,AED,219133,Volume,coin-dance-localbitcoins
4/4/20,AED,207925,Volume,coin-dance-localbitcoins
11/4/20,AED,401704,Volume,coin-dance-localbitcoins
18/4/20,AED,328575,Volume,coin-dance-localbitcoins
25/4/20,AED,395453,Volume,coin-dance-localbitcoins
2/5/20,AED,453146,Volume,coin-dance-localbitcoins
9/5/20,AED,332733,Volume,coin-dance-localbitcoins
16/5/20,AED,510572,Volume,coin-dance-localbitcoins
23/5/20,AED,427921,Volume,coin-dance-localbitcoins
30/5/20,AED,356366,Volume,coin-dance-localbitcoins
6/6/20,AED,700330,Volume,coin-dance-localbitcoins
13/6/20,AED,389194,Volume,coin-dance-localbitcoins
20/6/20,AED,370582,Volume,coin-dance-localbitcoins
27/6/20,AED,326106,Volume,coin-dance-localbitcoins
4/7/20,AED,318685,Volume,coin-dance-localbitcoins
11/7/20,AED,354875,Volume,coin-dance-localbitcoins
18/7/20,AED,685182,Volume,coin-dance-localbitcoins
25/7/20,AED,718817,Volume,coin-dance-localbitcoins
1/8/20,AED,717826,Volume,coin-dance-localbitcoins
8/8/20,AED,497908,Volume,coin-dance-localbitcoins
15/8/20,AED,551768,Volume,coin-dance-localbitcoins
22/8/20,AED,594977,Volume,coin-dance-localbitcoins
29/8/20,AED,548572,Volume,coin-dance-localbitcoins
5/9/20,AED,572118,Volume,coin-dance-localbitcoins
12/9/20,AED,460512,Volume,coin-dance-localbitcoins
19/9/20,AED,444995,Volume,coin-dance-localbitcoins
26/9/20,AED,365112,Volume,coin-dance-localbitcoins
22/11/14,KZT,543442,Volume,coin-dance-localbitcoins
29/11/14,KZT,,Volume,coin-dance-localbitcoins
6/12/14,KZT,,Volume,coin-dance-localbitcoins
13/12/14,KZT,,Volume,coin-dance-localbitcoins
20/12/14,KZT,,Volume,coin-dance-localbitcoins
27/12/14,KZT,9589,Volume,coin-dance-localbitcoins
10/1/15,KZT,0,Volume,coin-dance-localbitcoins
17/1/15,KZT,,Volume,coin-dance-localbitcoins
24/1/15,KZT,,Volume,coin-dance-localbitcoins
31/1/15,KZT,,Volume,coin-dance-localbitcoins
7/2/15,KZT,,Volume,coin-dance-localbitcoins
14/2/15,KZT,,Volume,coin-dance-localbitcoins
21/2/15,KZT,3652587,Volume,coin-dance-localbitcoins
28/2/15,KZT,,Volume,coin-dance-localbitcoins
7/3/15,KZT,,Volume,coin-dance-localbitcoins
14/3/15,KZT,,Volume,coin-dance-localbitcoins
21/3/15,KZT,,Volume,coin-dance-localbitcoins
28/3/15,KZT,,Volume,coin-dance-localbitcoins
4/4/15,KZT,,Volume,coin-dance-localbitcoins
11/4/15,KZT,,Volume,coin-dance-localbitcoins
18/4/15,KZT,,Volume,coin-dance-localbitcoins
25/4/15,KZT,163761,Volume,coin-dance-localbitcoins
2/5/15,KZT,,Volume,coin-dance-localbitcoins
9/5/15,KZT,,Volume,coin-dance-localbitcoins
16/5/15,KZT,,Volume,coin-dance-localbitcoins
23/5/15,KZT,99917,Volume,coin-dance-localbitcoins
30/5/15,KZT,,Volume,coin-dance-localbitcoins
6/6/15,KZT,,Volume,coin-dance-localbitcoins
13/6/15,KZT,,Volume,coin-dance-localbitcoins
20/6/15,KZT,5483,Volume,coin-dance-localbitcoins
27/6/15,KZT,46265,Volume,coin-dance-localbitcoins
4/7/15,KZT,10031,Volume,coin-dance-localbitcoins
11/7/15,KZT,,Volume,coin-dance-localbitcoins
18/7/15,KZT,34988,Volume,coin-dance-localbitcoins
25/7/15,KZT,60706,Volume,coin-dance-localbitcoins
1/8/15,KZT,0,Volume,coin-dance-localbitcoins
8/8/15,KZT,31809,Volume,coin-dance-localbitcoins
15/8/15,KZT,16325,Volume,coin-dance-localbitcoins
22/8/15,KZT,2184,Volume,coin-dance-localbitcoins
29/8/15,KZT,0,Volume,coin-dance-localbitcoins
5/9/15,KZT,0,Volume,coin-dance-localbitcoins
12/9/15,KZT,0,Volume,coin-dance-localbitcoins
19/9/15,KZT,,Volume,coin-dance-localbitcoins
26/9/15,KZT,,Volume,coin-dance-localbitcoins
3/10/15,KZT,158058,Volume,coin-dance-localbitcoins
10/10/15,KZT,,Volume,coin-dance-localbitcoins
17/10/15,KZT,,Volume,coin-dance-localbitcoins
24/10/15,KZT,,Volume,coin-dance-localbitcoins
31/10/15,KZT,,Volume,coin-dance-localbitcoins
6/11/15,KZT,,Volume,coin-dance-localbitcoins
13/11/15,KZT,,Volume,coin-dance-localbitcoins
20/11/15,KZT,,Volume,coin-dance-localbitcoins
21/11/15,KZT,0,Volume,coin-dance-localbitcoins
28/11/15,KZT,,Volume,coin-dance-localbitcoins
5/12/15,KZT,,Volume,coin-dance-localbitcoins
12/12/15,KZT,,Volume,coin-dance-localbitcoins
19/12/15,KZT,138047,Volume,coin-dance-localbitcoins
26/12/15,KZT,1426,Volume,coin-dance-localbitcoins
2/1/16,KZT,,Volume,coin-dance-localbitcoins
9/1/16,KZT,,Volume,coin-dance-localbitcoins
16/1/16,KZT,,Volume,coin-dance-localbitcoins
23/1/16,KZT,,Volume,coin-dance-localbitcoins
30/1/16,KZT,,Volume,coin-dance-localbitcoins
6/2/16,KZT,,Volume,coin-dance-localbitcoins
13/2/16,KZT,,Volume,coin-dance-localbitcoins
20/2/16,KZT,,Volume,coin-dance-localbitcoins
27/2/16,KZT,10274,Volume,coin-dance-localbitcoins
5/3/16,KZT,166171,Volume,coin-dance-localbitcoins
12/3/16,KZT,121766,Volume,coin-dance-localbitcoins
19/3/16,KZT,160151,Volume,coin-dance-localbitcoins
26/3/16,KZT,,Volume,coin-dance-localbitcoins
2/4/16,KZT,,Volume,coin-dance-localbitcoins
9/4/16,KZT,,Volume,coin-dance-localbitcoins
16/4/16,KZT,,Volume,coin-dance-localbitcoins
23/4/16,KZT,,Volume,coin-dance-localbitcoins
30/4/16,KZT,30594,Volume,coin-dance-localbitcoins
7/5/16,KZT,145919,Volume,coin-dance-localbitcoins
14/5/16,KZT,199984,Volume,coin-dance-localbitcoins
21/5/16,KZT,64752,Volume,coin-dance-localbitcoins
28/5/16,KZT,118528,Volume,coin-dance-localbitcoins
4/6/16,KZT,,Volume,coin-dance-localbitcoins
11/6/16,KZT,32887,Volume,coin-dance-localbitcoins
18/6/16,KZT,190943,Volume,coin-dance-localbitcoins
25/6/16,KZT,13157,Volume,coin-dance-localbitcoins
2/7/16,KZT,245395,Volume,coin-dance-localbitcoins
9/7/16,KZT,87805,Volume,coin-dance-localbitcoins
16/7/16,KZT,205182,Volume,coin-dance-localbitcoins
23/7/16,KZT,488398,Volume,coin-dance-localbitcoins
30/7/16,KZT,88923,Volume,coin-dance-localbitcoins
6/8/16,KZT,262374,Volume,coin-dance-localbitcoins
13/8/16,KZT,84266,Volume,coin-dance-localbitcoins
20/8/16,KZT,10807,Volume,coin-dance-localbitcoins
27/8/16,KZT,94249,Volume,coin-dance-localbitcoins
3/9/16,KZT,,Volume,coin-dance-localbitcoins
10/9/16,KZT,323011,Volume,coin-dance-localbitcoins
17/9/16,KZT,27691,Volume,coin-dance-localbitcoins
24/9/16,KZT,191858,Volume,coin-dance-localbitcoins
1/10/16,KZT,743427,Volume,coin-dance-localbitcoins
8/10/16,KZT,490376,Volume,coin-dance-localbitcoins
15/10/16,KZT,155000,Volume,coin-dance-localbitcoins
22/10/16,KZT,231748,Volume,coin-dance-localbitcoins
